SaleAmount_2024,Total Enrollment
145770,16889
220396,15529
461862,20448
573526,26149
986456,25642
388192,23898
256873,20810
84654,19724
135266,17168
521961,22534
389775,17444
372507,23898
191290,23907
228382,16379
208444,19711
176292,19724
525176,25018
173987,22534
950000,26470
152025,14382
555916,23883
619696,24391
368114,25018
261408,23898
107479,19711
269251,23898
252182,16889
249006,16531
264649,24297
252461,9011
208766,16985
188002,16464
602441,22071
72305,20262
258929,16452
237666,20448
235934,16985
322528,17606
965125,24297
357963,22371
313269,22071
363587,23464
298774,20810
215771,24391
376720,22534
157300,12351
776266,15903
73014,19724
569103,16985
191846,21536
259664,24360
255971,13732
207004,15903
383802,24360
372268,19724
239642,26026
304957,24391
125572,21536
170793,20448
255509,23907
245465,24297
141612,24297
134214,14382
781612,23898
235585,19711
120618,23464
304307,25018
460964,26149
382901,20025
1064000,26470
206277,17444
295021,22534
367977,22813
789232,24360
356171,17034
276893,22813
1022927,21446
193186,16420
293412,25944
215752,19867
733993,17444
251790,23732
1390516,25642
499718,24639
154617,17034
336655,23464
591167,21691
295597,22071
106328,21536
245409,25018
253596,10852
154516,16889
90390,20794
407859,23907
238952,15179
210491,23883
660000,26470
255225,25018
400231,16985
230156,24391
147648,19711
562934,20810
154670,20810
288264,25944
1517453,22371
227985,19711
199987,19789
198451,21133
148317,17444
264763,22534
160112,17606
225465,23898
218615,20810
206495,16379
140970,24391
1104342,25018
890000,26470
307908,20448
389413,23907
144903,15903
114037,17606
90759,16464
524704,24639
326836,22371
5424,12351
255674,26149
294319,15179
149055,16179
178903,23732
132891,21133
123021,17606
599662,24639
240460,22813
342936,26149
296401,22071
241917,22534
67983,24355
126707,17606
447872,25018
295000,26470
179637,21536
295864,16464
249482,22534
654096,26026
393615,26026
316482,22071
292403,24355
187418,23464
150433,21133
388734,20448
216559,20794
173145,22371
166380,21133
529375,22534
593416,24639
28998,19789
476713,24360
92381,17444
597119,25944
141234,20794
769709,26026
168419,17168
146599,16452
389090,22371
536005,26149
495114,24297
168062,23907
635223,23898
492019,26026
320778,24297
296960,23898
572319,22071
330455,21691
305210,21536
23365,20025
179466,17034
245409,25018
408295,24639
314550,21446
282534,19724
163963,23907
411289,17444
209837,17034
230615,17168
100609,19867
103136,19711
95557,22371
58822,17662
344805,24639
222791,17168
182879,23732
117642,19789
431355,22071
204350,16179
360744,23898
252008,16379
147561,19867
445916,24355
18831,20794
399775,24639
206513,23898
986250,26149
110581,17606
362347,25642
539995,23464
256880,22071
1143645,24297
250747,21691
186460,20810
180067,17662
578886,26149
308763,20262
276893,22813
427249,25944
495494,22813
169143,19711
321533,23898
153572,24360
113343,20262
17998,19789
181309,24297
155574,25018
94156,20794
570041,24355
209019,22371
265693,21691
346214,15903
389090,22371
599662,24639
196056,23898
542958,26026
244265,15903
275737,20794
226916,20794
457207,24391
112390,16985
347308,26026
194467,16985
334598,16985
169481,20794
819817,23907
318939,21133
179929,22071
246351,16889
322172,20025
54020,17662
283194,16379
282994,23883
358595,20262
922923,26149
187603,20262
248491,17034
184560,19711
1134699,22534
628391,24639
393528,24360
385302,21446
171068,23907
490729,20448
773120,23883
467115,24360
113068,10852
81298,23907
127976,24360
475156,24355
1582431,24639
272740,15529
379136,22071
300565,21691
415000,26470
344414,17606
154976,12351
522535,13732
285950,26026
501351,13732
220316,25944
218932,16379
300843,21446
277983,19789
19878,23732
492019,26026
236756,24360
382284,24639
143896,20025
314963,25642
233747,22071
405974,25642
179015,17444
547839,22371
862371,22534
171588,16985
614288,24360
1161408,23907
188485,16452
360330,25944
216927,19724
396727,24360
124286,20794
244806,20794
279892,22534
195117,24297
209529,19711
394932,10852
573427,24639
142622,16464
202480,17444
273053,20794
224845,20794
388576,21691
1180284,26149
412838,26026
142990,16985
622113,25018
413795,15179
515000,26470
1905266,23898
109707,20025
729180,22534
316255,21446
611301,21133
211987,19789
79963,16452
24020,19724
455266,20810
1515629,22813
203016,19711
429466,25018
318918,23898
255953,24360
243370,16985
432828,22813
291262,16531
87202,21536
179929,22071
199214,22371
476573,22534
430694,23732
352478,17606
510870,22071
423621,22534
676262,16452
1001080,22813
469009,22534
505834,25642
357855,21691
351213,21691
4471,19867
285708,19724
208602,24360
315344,21691
1307,23898
118443,16379
282157,21446
453392,24639
262356,16452
399414,22534
302827,22071
127579,16379
158553,21446
207999,15529
88163,12907
807906,22534
275863,17662
313108,22071
610872,22371
142791,16452
452924,26149
1329983,17034
936921,22813
176716,22071
463210,25018
128599,22534
222218,19724
294803,26149
117390,20448
162847,19711
8114,9011
175144,23898
183716,15903
641433,25642
600422,22813
200000,26470
121488,17444
205838,19711
422351,22071
432121,15903
288021,24297
1515629,22813
216966,12351
307207,21691
406707,23732
77818,22371
210434,23898
224659,16452
151990,19789
141149,21691
255632,17444
171425,19724
194942,17168
85794,16985
263025,22371
405683,22371
238704,17168
167613,25018
191965,24360
175122,20448
738311,22534
348722,21691
229988,21446
457855,22071
219105,19867
351208,20448
272058,26026
361019,21536
300104,13732
21587,21691
749872,26149
151768,17662
930000,26470
280983,19789
131610,16446
280908,24360
500088,23907
300056,26149
173987,22534
593069,22534
331303,23732
695000,26470
309786,17034
77939,20448
164001,22534
843915,21446
60020,13732
310717,20262
173541,19724
380123,17606
175265,17662
153000,16985
122270,24391
255000,26470
401627,22071
298353,21446
307207,21691
155832,22534
447028,26149
338140,22534
373060,26149
792768,21446
467933,26149
251274,23907
1725938,26149
441662,25944
552189,24639
381737,25642
252149,7873
162630,20025
155636,22371
406292,26149
36065,9011
125285,17444
145561,20810
221003,22371
255561,21446
175803,20810
259605,20810
235014,23907
445178,25642
880754,24639
188614,23883
260821,9735
125183,10852
347823,22534
322650,21536
402287,25018
181309,24297
243722,16446
108197,9011
527160,25642
139524,21536
445712,26026
154861,23464
346366,23898
832653,22371
461862,20448
122972,16985
207572,21691
1413869,25642
198122,23907
437253,24639
150461,20794
855999,22371
285119,17168
124286,20794
450017,21691
1573923,22813
447839,25944
268440,21133
181721,20794
262338,20810
295122,19867
210908,16464
181017,17168
262352,24639
131729,12351
233752,24391
231025,19711
273881,25642
63080,21446
199241,15903
214879,24639
127855,12351
349708,25018
121145,24639
83211,22534
223434,26026
75410,23464
245431,26026
403986,23464
648308,26026
359781,19724
370610,23883
197372,24355
183694,20262
296679,16420
353029,14382
1152611,22813
185160,23464
232653,23898
588982,25018
259126,19867
445000,26470
186048,21133
860346,23883
225286,23732
242069,22534
160135,20810
26932,23464
134120,21691
264721,23883
253159,17168
214447,16179
136793,20262
573526,26149
242636,22371
222314,17606
343064,19711
221124,22813
185305,23883
191659,16531
148339,16420
624767,23898
75491,23907
926978,24639
435255,24639
289975,22071
410706,24639
178535,20810
841529,26149
559633,22534
298904,21691
571416,24360
364733,24360
271643,16531
419299,22071
491592,22071
136121,24297
242985,19789
330075,25018
144913,7873
88833,17662
427867,16464
342244,22371
84837,23464
154976,12351
136634,20810
333019,23464
450680,22371
224495,16985
901881,21446
139205,17444
143640,21691
206621,15529
196740,22813
171532,19711
99974,24391
265330,23898
171978,22371
330179,24360
365328,21691
203767,21133
419082,22534
197988,19789
319149,25944
566233,25944
367977,22813
573952,24391
227925,23883
333350,22071
49354,17444
752459,26149
94156,20794
370668,22534
277162,17168
353432,22071
233507,20794
304261,16464
228801,22813
416647,23732
230358,24360
211687,20448
1836466,24639
241896,17606
199269,21691
212788,9011
336557,24355
400000,26470
114283,19724
330902,23883
290943,20794
171623,21133
375773,25944
312163,19724
157826,16420
242537,12351
77189,19711
235658,23464
143669,24639
837844,23883
605931,25642
146754,22534
253314,26149
286242,23898
471007,24355
218553,15179
385170,23883
435662,21691
373631,21691
164720,16889
1195000,26470
113120,20025
210196,16985
313542,24360
338758,21691
288248,19724
263821,19867
351016,19867
424118,22071
251469,21446
645890,22371
390385,23464
148145,19724
389090,22371
63924,17662
87530,23464
275390,13732
35747,16985
990260,22813
264198,21691
294133,21133
245335,17168
391608,24360
256167,15903
169635,21446
319102,16420
498974,21536
670000,26470
144654,19867
204954,23907
219961,26026
357025,21691
130347,17444
844526,22813
509527,23883
136203,17662
322398,21691
692581,22371
460964,26149
214173,26026
741185,22534
294085,23898
393425,21691
449746,24639
747914,17444
100641,20262
276486,21691
375749,23907
119314,20448
269950,25018
154861,23464
229060,16464
398181,22071
452582,21536
374126,25018
499718,24639
237272,16464
321301,22071
461920,25018
321856,20262
46588,22071
203581,16531
191419,25018
341088,21133
625794,25018
422452,16446
231644,16985
114235,21536
399919,16531
125992,19789
15153,15179
422101,25944
500000,26470
726207,22534
386542,17034
188909,17606
647627,21691
261722,20448
230457,20810
245912,21536
354298,24355
391849,22534
955097,26026
333296,23898
245362,21691
721058,25642
823612,25944
336196,23883
274753,24297
366148,7873
439694,20262
297812,23883
154852,20810
143305,19711
178589,19711
1001080,22813
641403,23732
123603,21446
170337,20810
336126,17662
357807,23732
134312,16531
84246,19711
357082,15903
247461,22371
644199,25018
92015,15529
206486,15903
178541,15903
134880,25642
370610,23883
150649,17168
441766,23883
167598,20794
232599,17444
636731,26026
48041,19724
117634,23898
499718,24639
209506,20810
346134,22534
281036,24360
161292,20025
1001080,22813
372777,26026
188558,23907
279989,22371
262205,21691
423555,23883
176040,23883
162478,9735
423448,21691
905535,23464
453728,22534
517521,22813
1018410,26149
329031,17444
19004,19867
303335,22371
179685,20448
198124,17606
214486,16985
46492,12351
597809,21691
159022,14382
114727,9735
263821,19867
84654,19724
1089465,25642
172264,17662
466828,19711
145197,20262
146334,17034
561481,26026
395448,24360
97178,21446
889609,25018
766904,25018
766488,26149
200960,9735
132878,17444
452894,20025
343573,25018
57650,19711
349623,26026
291321,22813
554245,22071
383597,21446
339108,23883
309883,12907
213594,26026
214733,25018
320313,23883
180228,23732
896084,22534
269250,22371
185755,10852
146798,17444
166369,24360
103241,23883
322960,23883
754835,22371
269014,21691
245364,20448
409365,24355
293691,7873
250213,16531
154516,16889
388500,23464
333987,21536
511716,23464
814706,23464
453090,23732
72686,10852
390000,26470
506832,22534
270146,26149
230931,20448
166058,21691
220824,20262
252494,24391
319054,22371
665690,22534
235660,21133
80974,20794
288248,19724
269950,25018
191965,24360
474732,24639
344630,21691
168132,24355
417105,22371
169361,19711
263815,25018
643300,26470
692474,19789
300596,20810
248310,25642
261608,21536
233818,20448
82891,20810
1876317,20448
316725,23732
383802,24360
193388,19789
639645,23464
402202,23732
369309,26149
257041,22071
534074,24639
487225,24639
670872,24639
129935,20794
88585,17444
279749,15179
125555,17606
303985,16379
124173,17606
517000,26470
109938,24639
159069,16446
228085,17662
287972,17606
330902,23883
224013,26026
1158987,24297
493547,17444
165715,20794
124037,14382
533942,16379
374465,25642
116753,20794
137991,19789
204552,23898
144332,20448
140130,16985
210017,24391
96221,20448
201215,17444
229166,19867
171199,22371
27047,24355
249704,25018
525328,22071
269172,24297
205695,17034
206040,12351
233311,21691
153366,20025
293035,9011
222329,20025
599872,25642
140917,19711
35164,9011
465887,22071
121278,16379
185415,25642
836508,23898
703893,22813
233889,21133
393615,26026
449746,24639
525053,25944
396644,26149
137029,16379
28866,20448
205225,23464
361978,25018
48041,19724
64272,23732
639970,22534
179809,24391
682604,23898
212182,17168
97453,21133
257336,17606
230175,10852
531927,22813
218655,16889
359978,19789
862371,22534
282220,25018
707940,25642
306025,21446
135566,16889
171350,16452
790000,26470
536945,22371
406063,24297
10019,20810
779160,22534
502068,16446
236833,20810
385797,22534
130380,20448
162197,21536
440054,21691
258926,24391
152661,14382
764031,22534
404925,25018
398648,23898
352374,19724
281548,24360
716049,21446
319149,25944
482405,26149
363992,23883
386494,23883
184458,16985
84994,19789
284920,23732
252777,23907
87952,17444
188641,16531
65820,9011
138481,16889
860346,23883
198100,21133
377282,16531
1423128,24360
235934,16985
334055,22534
437143,24355
280945,23732
434144,23883
141351,19711
155239,25642
689021,23898
69952,22813
221179,16179
245942,20810
542239,23898
231242,19711
225839,21691
178069,20025
887892,23732
272780,21446
136356,23907
298286,20448
380920,25944
324284,23883
196291,20448
362479,24297
313690,23898
366284,22071
400630,25018
779160,22534
557500,26470
347407,19711
437544,25944
272279,16464
204756,16379
121484,17034
242391,23464
366284,22071
460142,25018
164758,22534
211481,8597
453728,22534
397082,23883
157431,16889
225516,22371
426528,22071
184123,19724
230284,19867
281305,21446
184560,19711
287457,22534
236933,16531
181906,20810
231687,17662
285981,16985
300000,26470
270472,24639
345381,25642
566233,25944
705552,25018
325299,24355
339616,24297
242092,21446
190963,17168
96642,8597
186460,20810
522115,22071
1582854,25642
432526,21536
453236,25642
233507,20794
312324,24639
234686,17034
34968,15179
66180,23883
491527,22534
162629,19711
921423,26026
278723,26149
681659,23883
230587,23732
258155,17034
1882409,26026
163009,16985
175258,23464
170423,20794
426270,22813
270674,21691
414479,22071
180693,22371
302453,25018
194634,17444
220091,22071
3,16531
906479,22371
282321,23898
238249,23883
338131,7873
298904,21691
277846,26026
162836,21133
230358,20025
892601,24297
161264,17606
149651,9735
429989,16379
156790,21536
150856,8597
566233,25944
209088,25018
179466,17034
300058,21446
466828,19711
507468,21133
224013,26026
520962,26026
160428,15903
240556,22534
396279,25642
218618,23907
304377,23883
79963,16452
372777,26026
132348,17168
216793,20810
195924,22534
712637,22813
162319,16446
647135,25642
187805,19867
288302,25642
119531,16889
133304,25642
221995,17168
625156,23898
156037,24639
414691,23907
622545,22371
346366,23898
269014,21691
140702,20262
387796,25642
352691,26149
360256,20025
369843,26149
185305,23883
484745,25642
295553,22371
186460,20810
166981,19724
654175,23898
215771,24391
383802,24360
407125,21446
669185,25944
178584,8597
173533,21536
316304,23898
159542,20025
166028,19724
199,19789
539900,25018
393615,26026
167405,24639
174405,21536
351935,24360
232083,22534
347891,21691
264425,22371
235934,16985
154164,22534
361464,22071
319575,15529
276101,17034
484745,25642
143119,14382
308576,24639
454642,22071
243582,22534
134146,19867
160766,23898
172397,17168
345234,24391
327900,22813
175877,20262
72871,20810
424678,21536
247723,19867
154353,17606
367627,23464
83344,19724
44526,14382
225158,20448
463077,26026
79344,16420
142744,17034
411102,17168
561006,24391
515626,23883
145533,17444
566366,22534
307664,21691
173989,19789
318044,14382
331430,20794
165869,16985
384522,23464
234499,19711
340409,22534
545183,24391
600326,26149
253093,16985
278723,26149
1343755,24360
141397,16889
195416,19711
237704,16464
161007,20794
291546,23732
348672,24297
427249,25944
357499,25642
428121,20810
156454,20025
232600,12907
131214,19724
831325,25018
441500,23883
152102,20448
315026,24391
411806,25944
199337,21133
396363,25944
639645,23464
382038,26026
581694,25642
363108,23732
424351,24391
290681,21446
254888,22813
222271,20448
1383635,23883
236866,24639
378233,22534
194448,24355
200566,21536
170423,20794
168061,20262
252777,23907
227470,9735
311141,22813
135604,12351
194438,23883
190871,17662
144332,20448
454998,23907
273064,17034
21183,13732
468297,22071
119183,16452
11336,21536
314738,23732
225013,23883
132891,21133
323054,13732
741310,17168
187645,21691
662606,23732
483773,20025
124846,17662
181858,20448
24806,21133
520865,24360
174361,21691
84654,19724
885065,22534
226232,23464
385924,26149
267803,20810
271952,19724
230000,26470
131176,24639
198042,22534
984254,26149
727609,24297
594169,23883
269080,16420
384144,17662
284674,25018
348909,23464
140483,20448
195597,14382
272933,22534
537077,26149
154574,7873
248543,24355
784083,25018
485292,22813
343596,21536
573952,24391
551707,20025
225411,9011
278728,25642
219043,19724
211161,24360
610501,17606
301927,23898
92877,10852
345566,17606
287549,23898
281319,26026
175130,20794
241936,25944
555494,23898
213987,19789
367868,25018
855355,22813
767860,24360
397563,23732
314072,22071
308698,21536
667102,21536
162051,9735
321644,24355
190698,17168
352159,24297
347823,22534
234695,23732
437236,23907
212598,17034
186460,20810
281267,23883
274642,21133
192155,23732
489182,22071
333296,23898
452366,22534
237191,21536
155144,21446
385578,23898
488314,24355
495494,22813
342399,22371
361978,25018
344138,23883
37997,19711
321377,17606
322247,20262
369490,20448
397253,23464
329031,17444
792490,23907
150278,20025
360138,25018
263701,24355
11439,16985
193509,20025
364483,26149
187817,19711
14299,16985
119221,16531
501000,26470
718345,24639
189129,17034
578731,26026
30995,12351
347921,12351
191213,17606
119421,19711
434164,26149
360227,25944
484138,22534
824548,22534
222366,23883
459436,24360
731479,26149
57732,20448
89430,19867
434135,26026
617741,20448
218900,13732
439327,24297
194330,19711
278937,24297
112455,22071
306878,21446
134838,20025
285245,16464
146161,20025
788028,24355
210452,22071
355645,24297
285155,26149
832000,26470
207004,15903
264425,22371
445956,26149
220881,17034
303740,21133
120239,23907
253101,17444
623328,22534
130804,21536
298183,21446
418084,26149
118548,24297
515359,25018
195168,22534
261721,10852
262636,22371
596968,24391
496864,25642
254618,17168
160462,17168
386194,22813
99993,19789
614048,24355
220140,20262
132846,21691
158496,20810
96555,20810
592601,25642
265962,16985
95681,21133
292513,20448
349016,25642
878000,26470
228528,26026
258061,16531
5174,21536
380090,24360
334083,17034
274465,21133
155636,22371
52691,12351
156267,16179
224234,16420
174530,21133
357071,20810
362174,24360
592601,25642
468486,24639
583456,16464
178903,23732
396279,25642
228925,23464
390513,24297
130994,19867
804006,26026
203236,20262
244541,24391
676411,26026
80022,17662
264160,20810
342346,25018
624932,22071
429466,25018
1367994,22534
94277,20810
343241,24391
324297,25944
499267,22534
287696,19711
220332,16531
472035,22534
327152,20448
434285,23464
463263,23883
280145,22371
228438,24360
310131,16179
141093,20262
213080,17662
416675,24355
652681,24360
427999,22371
300000,26470
96732,20262
298904,21691
296240,19867
237605,16889
34121,16446
136165,25018
325806,21691
349760,22813
465599,19724
425148,24355
595267,25642
271208,12351
211278,16531
225902,20810
184125,19711
223447,24360
144756,13732
174894,23907
392655,25018
361046,24639
233807,16420
692474,19789
219343,17168
422351,22071
442621,23732
107282,24297
450484,24297
443500,24639
674876,25018
416675,24355
181554,23732
239850,17662
170423,20794
156267,16179
258220,21691
195549,21446
42327,19724
482316,22371
214961,20262
131037,23883
732185,24391
215000,26470
282378,20810
350121,23464
239189,24297
407534,21133
247747,22813
206483,23883
298353,21446
111339,24360
148838,21133
581676,25944
364733,24360
187646,14382
179786,20262
61771,16985
452366,22534
119269,23732
399775,24639
573952,24391
212824,16889
56926,15903
536222,24360
192847,15529
170601,20262
190389,16452
1050000,26470
299842,26026
365328,21691
190472,19724
189988,19789
277958,23883
440053,24355
242026,16464
712389,21691
218600,22813
498174,21691
215104,26149
215662,23898
156267,16179
414979,21691
89485,20448
393594,22071
327134,21691
34968,15179
525000,26470
203377,20794
525178,26149
282378,20810
620097,17444
180354,17168
95236,19724
362241,23464
170487,21446
589606,26149
252491,15529
174048,24360
219942,15903
405192,26026
118611,16446
165083,21133
445731,23464
313588,24391
166120,15903
164461,17662
158990,19789
389141,23883
269749,10852
298949,23464
204661,22371
201054,19724
212076,25642
299858,24297
244350,17034
383049,24355
287487,16452
212034,23732
217043,16452
510067,22813
362086,23907
426270,22813
173434,20810
148054,16379
159033,16420
369002,26470
115188,17606
370363,19724
441487,17034
267813,23898
584807,24355
116986,16446
122023,17662
120488,22071
191890,17034
188558,23907
84654,19724
699000,26470
202879,7873
262062,23898
194126,20025
203953,9735
257025,16452
271633,20262
139524,21536
303473,23732
119992,19789
285777,20448
194194,24391
698113,24360
207144,20794
925774,21691
338174,23907
322026,23732
235445,19724
393594,22071
278294,23732
323980,19789
191988,19789
215685,22813
142033,23907
35142,22071
387180,21536
141987,23883
195332,16889
191072,24297
288356,25018
293982,19789
355653,12907
501000,26470
747054,22371
108508,17034
264256,21446
391216,25944
367210,20794
320363,17034
153657,17662
575000,26470
206483,23883
378233,22534
198299,16379
421521,23898
131908,20262
362619,24297
145561,20810
450244,26149
140652,21446
137271,16985
191923,23883
832113,22534
203802,20025
465355,25642
565581,23464
194887,17444
187515,17168
1367994,22534
58625,20262
237530,22534
123803,12907
482316,22371
154976,12351
317758,13732
1198856,24355
265693,21691
365972,23898
709718,22534
994699,20810
404498,22371
487658,26149
139205,17444
227687,21133
149480,14382
161795,17034
68396,20262
556374,26149
141134,19711
694663,26149
225580,8597
35779,20794
373631,21691
279783,19789
675000,26470
336520,23464
172011,16464
469007,20262
270967,16985
151459,16179
537091,22534
358334,24360
983103,22534
979439,22813
373564,24360
254869,20810
535348,25944
168329,21133
306422,16464
248614,20810
269848,24639
348403,26149
226807,16379
120741,16985
333549,23883
100907,9735
518939,19711
996036,22071
145561,20810
146599,16452
516709,26149
264160,20810
610000,26470
312324,24639
150926,25018
262338,20810
622545,22371
313805,24297
169745,17168
190534,20262
557815,26149
191344,17444
172108,17444
479912,24360
216009,23732
390464,23883
266440,23907
70612,13732
224178,21691
278234,7873
175130,20794
8720,21536
251606,23898
256897,17444
255953,24360
343043,26149
116851,21536
379177,19789
457465,23898
177774,19724
211659,22534
937588,23732
215006,8597
263102,16985
88877,16446
194669,17606
223028,16889
400000,26470
433729,21691
331303,23732
325980,19789
199967,23907
306878,21446
96221,20448
231538,26026
436733,21691
1355117,24639
237763,22071
901547,20794
214782,24297
245935,19867
434164,26149
432757,24355
191344,17444
166058,21691
308715,16446
137027,16420
333726,24391
305436,22371
249091,20025
567349,22534
422573,21691
553897,22071
135289,17034
285708,19724
340233,23883
375677,25642
26261,12907
705218,25944
448389,25642
194685,25642
235603,16179
414315,21691
820163,24639
209158,16179
176731,20025
706152,17444
281305,21446
529284,24297
370668,22534
101032,20448
196124,24360
264425,22371
390520,23464
374164,24639
226613,24355
515173,26026
440054,21691
127614,24297
288248,19724
367293,24639
195329,20448
201908,10852
437717,17606
116992,19789
7697,20448
292771,16531
359437,23898
160453,21536
543337,23732
527160,25642
227664,20262
300745,24360
219196,21691
167078,21446
130076,20810
161963,21446
269985,15529
272256,16452
428346,26026
176568,16531
219350,16446
343574,24355
163380,23898
241804,21133
187983,8597
212380,24639
370363,19724
613577,26026
99469,19724
362284,7873
345958,20810
58480,24355
313690,23898
530951,24639
366129,22534
213611,20448
150116,14382
360457,23732
329170,22371
249087,21691
144610,20262
388389,24391
207572,21691
144544,16420
293412,25944
365898,23907
102341,24355
207144,20794
249984,19789
375204,26149
1360809,21133
139979,21133
150913,16531
285589,21536
118844,17662
175122,20448
1198856,24355
590563,24360
422627,22813
222729,17444
366967,24355
348391,16889
457731,23907
105818,19724
140179,16379
165884,16179
224388,20025
379696,23898
422206,23907
257282,26149
512982,22813
549040,25944
281058,22071
508444,20794
222197,23898
288526,17034
152029,20448
810385,26026
109938,24639
356287,25642
106228,20448
197716,13732
377449,22071
574914,22534
280707,24355
393789,25944
172397,17168
362500,26470
231779,23732
320694,16889
316482,22071
256079,19724
165514,22534
115373,17168
563383,16985
181625,7873
481052,23732
538327,26026
112194,20025
487437,24355
140865,21133
714749,23883
317699,22813
374360,23464
188747,16985
252067,25642
209909,16889
270674,21691
361076,22371
216395,9011
135821,16531
289011,22071
543929,24297
1518151,22071
476367,23883
79363,19724
292959,16379
326357,24297
405022,24297
467667,17606
446315,22534
327900,22813
517489,26026
382469,22534
273909,22071
42799,22371
17389,7873
484683,25018
244070,24297
214516,20448
444749,24639
484683,25018
161221,20262
407908,22813
120989,16889
217501,20794
146599,16452
225961,13732
176904,24355
172277,23732
19383,10852
199948,24391
391600,23732
225770,17606
440986,22071
198983,19867
326555,23464
9135,16179
677688,23883
101049,22071
336382,15903
260958,16985
393428,26149
268751,24360
166223,20794
306878,21446
677017,22371
31640,9735
435601,25018
402004,26149
357727,26026
188988,19789
474654,26026
593398,23898
189345,9011
168229,19724
177307,21446
137676,22534
301783,23883
1079378,21691
306413,8597
765101,22813
605276,24355
434135,26026
227985,19711
147933,19724
498036,22371
131908,20262
213109,21446
254034,20794
407364,26149
194196,16452
122971,20810
175191,21691
177774,19724
312897,23907
480959,23907
154976,12351
121577,24360
403161,17606
354003,25018
294603,21446
237153,16889
249589,16464
199901,16985
454007,25018
249633,22534
197327,16985
403097,22371
676262,16452
174405,21536
490862,26026
978147,23883
442691,25944
536945,22371
433092,26149
397253,23464
181322,12351
521510,23898
464431,24297
392122,21446
342560,16889
179347,17662
383597,21446
135013,17034
514397,22534
161526,10852
129347,21133
135337,21691
349760,22813
222262,17034
232943,22071
373374,19867
280978,22071
555692,26026
293124,19711
824535,24639
435973,19789
252659,22534
313327,22813
160455,16420
154189,20025
313542,24360
214486,16985
366988,21691
117592,19789
272358,20810
326761,23898
995139,20794
48457,10852
443407,22371
489985,22071
490328,23732
1120790,23898
198781,23732
167823,17662
514766,16985
766904,25018
467708,26026
174409,20810
175017,25944
134625,23898
167683,19867
176258,26026
750,12907
907488,23464
486425,23907
157194,20794
186460,20810
203027,20448
576737,22071
444802,22534
371132,24360
287972,17606
157837,21536
1228576,24360
237435,20262
141750,21133
192079,20794
309981,19789
250000,26470
307431,23907
287338,24639
390146,17662
284576,23883
486311,24360
141691,23907
419599,24355
101993,19789
1777950,22813
321486,25018
160860,17662
248614,20810
311076,23898
194065,19867
392655,25018
499718,24639
422523,24355
284630,15903
191965,24360
227985,19711
867683,24360
319941,24360
207766,17034
287504,23732
160856,16446
154197,16379
132613,17168
210162,19867
221124,22813
126169,20794
423716,22071
187002,24391
546725,26149
444067,23907
858933,25018
159787,15529
431921,24360
433757,22071
129767,17034
341590,23907
559568,24391
324817,24639
388712,21446
172483,19724
343043,26149
507536,22534
391135,20025
166565,19867
251146,22534
194023,23907
321144,26026
192789,23898
137563,19724
131287,17168
192442,20448
125575,20025
112951,20810
221235,26026
271538,16379
837114,20810
280145,22371
986342,26026
386194,22813
430691,21691
455993,24639
283116,25944
377529,22071
243797,21446
149043,20025
333962,23464
119341,21446
344138,23883
521372,25018
305663,25944
279359,19724
395233,23464
255307,22534
385882,17606
597106,19711
223831,24360
509940,24391
94726,22813
279042,20448
177443,9735
258163,17444
609494,21446
341072,19724
454448,25642
415720,24391
177679,10852
185181,19724
1105017,22371
470707,22071
500000,26470
286370,22371
111661,25018
304297,23883
476094,25018
432934,25018
56493,20794
27549,15529
346511,16379
230377,17606
370461,26026
154282,19724
32366,16452
338975,22371
1329983,17034
773649,23883
812097,12907
310000,26470
258596,17168
702652,17606
105818,19724
319032,25018
213149,20810
302947,19867
227784,17034
481163,25018
1781921,22813
180896,20448
168288,16179
265961,21446
513599,22371
826576,22371
337367,22071
983103,22534
269324,23464
408397,25642
401511,25944
134214,14382
384885,20448
209511,9735
195821,17606
285245,16464
539967,19789
745296,25642
226788,22534
124700,21536
78187,23732
649950,26470
175060,23464
125522,24297
280503,24391
369306,22534
136390,21446
131612,17444
153572,24360
151522,15529
410096,24355
96039,20794
293124,19711
273250,22813
306878,21446
193186,16420
441737,25018
249007,23732
153608,7873
126707,17606
498353,23907
438750,22534
400824,22071
342707,21536
590389,25642
516282,23898
258926,24391
157431,16889
291286,23883
36891,23907
358251,22071
263025,22371
119341,21446
72115,21133
303106,23883
345399,22071
151591,20794
234118,17444
335553,20025
361978,25018
179466,17034
286257,24391
337929,23732
157403,20810
177905,16179
465727,22071
450027,23883
384000,26470
347447,23883
174981,20025
379747,23464
496954,25018
999889,23898
93151,15903
206133,24639
82709,20810
149387,20810
300745,24360
732504,21536
288300,22813
116311,20025
198074,17662
167683,19867
614288,24360
150310,23898
699606,24639
243373,24297
193085,17168
310131,16179
222778,20262
181989,19789
245095,22534
311992,21446
418317,16179
194023,23907
79037,17168
341519,26026
390236,21691
326761,23898
540495,25944
155836,20025
242936,16452
181334,23883
315576,9011
42018,12907
204762,24360
386194,22813
362975,23732
296913,22534
99002,16452
98822,23732
260550,25642
238090,19724
625794,25018
118416,20810
369336,22071
450867,22071
279989,22371
255098,16889
574914,22534
332946,21691
230545,17034
592493,26026
212505,24360
111424,20448
186460,20810
181779,25642
402877,26026
133259,10852
199948,24391
239648,22534
225987,16179
173981,20810
194907,21133
251358,12907
138481,16889
197137,16179
393964,26149
43052,15179
331544,22813
258284,23732
65352,23898
254834,9735
