SaleAmount_2024,Total Enrollment
222339,9735
201449,16379
263616,21536
57965,7873
293218,22371
278937,24297
492019,26026
137780,21536
464809,13732
194389,22371
278798,24297
283358,20262
166386,19867
119183,16452
30130,20794
329375,23898
196881,16379
114888,20448
166747,20025
568748,23732
138515,16446
312577,26026
71505,20810
408153,17662
55099,15529
429000,26470
130662,20794
226727,21536
745840,26026
1748803,22813
138979,23883
263707,23907
316580,20262
107258,23464
402775,19711
338034,21446
574914,22534
7686,23732
619367,22813
252777,23907
423331,25018
519968,19789
517852,24391
482405,26149
23365,20025
417196,25018
312117,17662
636581,21536
486311,24360
702033,19867
273145,12351
196619,23907
202480,17444
102592,21133
502217,24639
212626,21133
185985,21691
366056,16985
392113,23898
230322,17444
489871,21691
216081,17662
254024,20448
211916,17168
209082,21133
328531,22071
266086,17606
306854,16464
217334,23732
121869,23464
172046,16420
218007,21536
211687,20448
164326,23732
392897,23898
757000,26470
187995,21536
711981,26026
663068,17168
144903,15903
317989,24297
291884,20794
796426,24639
90438,20448
771848,26149
160135,20810
483071,22371
455311,22813
454448,25642
413020,24355
279049,21536
2,16985
258416,23732
188485,16452
255719,17606
1001080,22813
175090,22371
208259,16531
167516,23907
157607,16446
453327,21446
300156,15903
1329983,17034
326761,23898
184113,16531
497536,7873
237364,16985
275436,22813
450000,26470
182704,24297
554325,17168
159790,19789
360669,17444
380204,21536
80033,25642
353169,23732
38897,16464
205906,16985
245601,16452
181998,17606
120112,16985
818465,25944
102816,22071
329547,20794
324677,23732
182422,21446
196056,23898
92151,17606
38393,24360
115769,26026
289512,13732
117106,10852
264763,22534
832113,22534
270674,21691
12508,20448
1559018,24639
230534,22071
383539,24297
199759,19711
638108,22371
412690,19724
353096,26026
409513,16379
23037,17606
161990,19789
1641844,23898
444884,26149
201449,16379
131729,12351
411719,23898
292183,22071
170864,20025
899454,19724
382938,26026
331303,23732
122704,25018
272279,16464
812097,12907
200397,20810
393723,22071
324255,21133
190472,19724
376250,26026
1110878,22534
459126,22371
332288,24391
142219,19711
251544,25018
200566,21536
49698,17034
507468,21133
186460,20810
345954,24391
485165,22071
361464,22071
860346,23883
227089,23907
1010079,22371
252633,17034
211901,23732
486176,22371
90913,15529
101618,20262
626116,21536
319418,23464
428722,24360
378233,22534
1292756,23464
160208,19724
116394,16985
222192,23464
132425,24639
292659,26149
406326,24360
210283,23907
113700,16889
573058,26026
413796,26149
211007,20025
180989,19789
154189,20025
4833,24391
230158,21446
487141,22371
457465,23898
401858,25018
201563,24360
289870,23883
206119,21446
285839,20810
101618,20262
162629,19711
142990,16985
220223,19867
120506,19711
264516,24391
198155,15179
173562,15529
376372,21536
307207,21691
393480,22813
332116,21691
153058,16889
212928,23907
376721,22813
165715,20794
354161,23464
191493,23732
195763,19724
307155,23898
529184,22071
299206,21446
191607,16985
1524414,21691
163899,21133
484138,22534
895061,21446
259254,19724
413484,21691
425644,22071
321603,26149
167635,16889
160149,16985
360766,24360
351946,22813
236992,19867
268598,24639
390864,16531
333953,23732
371059,23732
372838,25018
670112,25018
451774,22813
289783,16464
175878,22534
417158,24391
121577,24360
283116,25944
468429,25944
330770,23883
429629,21446
138962,19711
198098,21133
278989,24360
306707,21446
593813,25642
36288,16446
137029,16379
99662,19711
172875,16464
207140,24391
172783,17606
378907,22813
358885,26026
200187,16985
168063,17662
132613,17168
208259,16531
434342,22071
439282,25018
1494054,22071
488364,25018
312324,24639
228124,16985
242085,19789
543901,24360
672584,25642
271983,19789
143669,24639
204682,24355
1354075,22534
415340,22813
544726,22371
482316,22371
605979,23464
419650,25018
121542,16985
361419,22813
393362,22534
185409,16464
581676,25944
860346,23883
178861,19867
278937,24297
276893,22813
99402,21133
302900,20262
493125,26149
496223,22813
134164,13732
938010,26149
409525,24360
230896,16531
298550,23907
222964,24391
250682,15903
533935,23464
294048,17034
561189,25944
196402,21446
128839,25018
120223,17444
223208,16985
517852,24391
527429,26149
224885,23464
1211863,25642
552207,17662
323657,24391
428804,26149
293229,16420
395052,21691
157808,17606
330625,16464
399980,22071
172864,17662
175284,19867
19926,21691
232606,20810
166393,16464
161579,16985
459126,22371
227791,17444
116616,16889
207542,17444
285921,14382
390000,26470
236756,24360
365504,24355
158727,19724
290221,23732
593298,21446
596345,23732
500000,26470
591971,25944
268154,19711
381933,21691
129767,17034
213512,21133
453600,26470
176011,20025
298292,20025
764698,22071
196254,10852
107285,20262
196681,22534
133619,17606
363103,22534
380125,24355
159990,19789
455017,19724
1524414,21691
311757,20448
445712,26026
189736,16420
182986,23898
165715,20794
173952,20025
258929,16452
124137,24360
181157,20025
308854,25944
410374,19711
82413,22071
416675,24355
313542,24360
331286,21691
522825,23883
362191,16531
214961,20262
156840,20448
173096,16179
248677,23907
484745,25642
394745,24355
224092,20794
698670,16446
618401,24639
718345,24639
133909,17034
422351,22071
160462,17168
196807,26026
140702,20262
209520,15179
480417,17034
825656,24297
257326,20025
234171,15529
322983,21691
510303,21133
164461,17662
472503,23883
133688,17444
291844,22534
262320,22813
174843,15179
262636,22371
282098,13732
350000,26470
255953,24360
825448,26149
95299,23883
517354,22813
119254,16985
505817,22371
95031,24355
268901,17662
181452,23907
439888,21691
239442,9735
176317,15529
212398,19867
283376,23883
553742,24391
162127,21133
993482,25944
157994,20794
188470,17662
272821,25944
137926,20025
365745,22371
92435,21536
257679,25018
720661,25944
220077,24639
326761,23898
121592,19711
101794,23907
500010,24355
906479,22371
447,19867
310716,20794
528000,26470
291467,22813
279989,22371
404366,22071
296511,17662
683243,22371
213149,20810
210893,21691
76977,20448
473265,21691
747639,25018
317497,22371
96390,22071
231641,25944
85243,21446
45195,20794
316269,15529
175442,24355
1286951,21691
469009,22534
307554,17606
215960,25018
386550,22071
274576,23464
325000,26470
257679,25018
478449,22534
282671,10852
431543,24391
274824,20025
390513,24297
23365,20025
299491,17606
189521,23898
1009038,23898
459678,25944
883157,26470
257737,13732
292517,23883
321486,25018
669517,23907
116961,24355
256644,22371
446315,22534
480346,22071
352103,21691
3,16531
153514,23464
422206,23907
2,19711
184276,21133
247764,20810
437143,24355
175878,22534
162338,25018
189988,19789
741224,21536
109578,24355
185707,20448
374789,24639
77214,16985
435058,25642
97488,16446
407010,23883
596761,17168
226369,16531
391284,26149
305820,24391
125330,22813
370668,22534
216559,20794
164515,17444
356194,21691
256799,22371
145561,20810
273106,22071
979439,22813
228391,16179
390513,24297
435743,22813
410821,25642
87952,17444
125742,23883
195821,17606
183802,17168
170464,17662
99805,20794
159864,23907
198124,17606
111619,21536
196692,26026
281228,24360
165634,23464
234686,17034
348096,24360
302586,22534
395906,23464
148113,23907
197327,16985
52909,19724
156267,16179
108564,19711
486353,23732
346366,23898
54610,20794
149915,24639
201219,19867
301809,19711
172192,21446
384657,26026
516817,25944
375677,25642
167429,21536
176626,19867
230284,19867
509205,26149
323054,13732
205261,20794
490818,25018
138748,20262
479146,23883
320061,24391
462888,21691
44715,19867
920341,24355
136390,21446
843417,22071
443563,22371
116140,23907
209591,15903
218655,16889
140987,8597
175442,24355
238538,23732
161241,21133
834905,23464
397019,22813
319054,22371
933039,22371
161634,25944
230314,16179
207191,19724
232855,20448
422627,22813
327900,22813
209984,10852
603500,26470
653111,23464
838540,25944
456645,23883
230931,20448
117251,20262
454376,25944
150904,19711
204756,16379
60025,12907
370461,26026
196327,25018
531915,23464
306414,22534
585000,26470
223150,24297
332008,16531
210440,25642
158706,22534
136655,24391
501186,24639
333296,23898
498036,22371
710860,22534
496119,21446
720253,24360
165767,17168
285765,17034
531578,23464
135604,20448
382550,22813
134630,16179
222218,19724
49705,21536
418106,23907
415612,26026
334454,21691
237097,24297
327203,25642
702880,25642
218812,17168
165886,16889
477105,23883
188485,16452
208058,23732
391135,20025
376250,26026
128436,20810
323657,24391
913320,21691
296256,23464
420217,22371
267175,19867
758753,25944
206414,24297
367277,25944
414742,25018
422251,21133
679005,24639
307195,19867
207958,16531
95364,20262
297371,16889
396148,17662
425070,24391
591971,25944
362171,24639
272471,19724
198757,16985
654999,26149
564319,25018
260497,17662
545152,26026
386915,21691
168964,23732
578846,26026
141796,19724
181979,16446
1143664,23898
76151,20810
209127,23898
392279,24639
453998,23883
191368,16379
260000,26470
211007,20025
168250,19724
199218,16889
650679,23732
311662,22071
245561,22813
661939,26026
279532,22071
346290,22371
215540,22813
204315,17034
270000,26470
218395,23883
139874,15179
169401,20262
138094,19711
141445,20448
83841,19867
284515,25642
731009,24355
415145,21691
412456,22071
154516,16889
146201,24355
258496,15903
230931,20448
100093,16985
193720,12351
325815,24391
498548,24355
339831,23898
415340,22813
231307,24391
389955,16446
393615,26026
160112,23898
591971,25944
230527,12351
78468,21133
496479,22371
1160041,23907
534318,25944
356732,24355
296278,24355
221886,20448
315400,23732
165661,17034
92019,20025
151733,21536
262642,26149
149403,16531
207145,20262
176302,21133
434225,22371
339909,22371
946684,19711
695736,23732
188312,20794
700404,26026
347205,23732
240909,23464
266544,16452
245335,17168
296256,23464
1073911,24297
247656,17606
321498,24355
719792,24360
84735,13732
360227,25944
147173,24360
174901,24639
230486,17662
160347,16889
522115,22071
551673,17168
363411,26149
170745,23883
48854,20262
860346,23883
1012404,17444
325000,26470
43731,16889
445359,25642
193244,24360
208726,23464
305066,20794
163792,15903
277846,26026
125916,16420
516795,25642
370568,25018
225304,22813
610301,20810
472515,16379
803179,23898
376952,21691
180359,23907
374789,24639
272780,21446
94912,17444
187536,21446
248171,19867
158727,19724
537091,22534
364483,26149
499267,22534
232879,15903
341590,23907
336196,23883
324817,24639
299259,16379
235658,23464
163746,24355
313850,21691
244974,20025
206621,15529
285958,22071
203716,16452
332609,24355
122163,17168
1882831,24297
162409,13732
363800,26470
269950,25018
241589,17034
1834944,26026
222822,22071
325454,23898
151591,20794
242026,16464
177197,16464
292403,24355
695000,26470
92726,20262
873870,22534
667899,22534
1391473,23732
291844,22534
411060,25018
154670,20810
263821,19867
302359,25642
187270,17662
255853,24355
456905,22534
589022,26026
137828,21691
205343,12351
415145,21691
432254,24639
684628,25944
359858,22071
241589,17034
195241,15179
364433,23732
177754,23464
163576,20448
152559,21133
261729,23732
428722,24360
179898,24639
207572,21691
330455,21691
263486,22813
63787,21133
187298,19724
184745,20448
281305,21446
209506,20810
255121,16452
1179212,26149
435601,25018
226299,22371
552430,22371
740222,25944
238251,10852
627126,26149
256720,16446
199987,19789
102513,26026
273409,23907
97293,23464
642739,21446
875435,17606
266440,23907
349932,25944
780210,24360
274348,23898
122403,20794
248788,26026
131729,12351
620458,20262
182386,23883
197587,19711
166862,17662
204832,22813
414587,24355
276688,23907
485348,22534
463734,24297
233610,24297
370461,26026
192408,9735
426249,23907
370610,23883
145850,16985
179989,19789
1085237,26026
725808,25944
601199,23907
451974,16179
332116,21691
290163,23898
174901,24639
174981,20025
500021,25018
400763,22371
193350,17168
165564,10852
402616,20810
364794,24639
142002,19711
1006846,16179
593695,23732
147066,21133
385797,22534
229957,16379
127188,20794
105818,19724
478294,24391
208451,16889
327203,25642
227031,7873
343388,23464
255096,16446
202825,24391
81239,9735
205906,16985
223144,22071
396651,24639
742265,24360
60517,22534
309703,24360
161033,16379
86432,17662
194367,20448
424185,23464
215949,24297
41497,19789
317921,17606
1001080,22813
251255,14382
588534,26149
386542,17034
331534,17168
121461,20794
293188,22071
247606,12907
222197,23898
405241,24297
385562,22071
475589,24297
226137,10852
251358,12907
688277,23883
284146,25944
119352,17168
128448,17662
617396,21536
165651,23732
184487,23464
439923,26026
311719,16985
758901,24360
431185,22534
460836,21691
902040,23883
536005,26149
232074,17168
473666,20810
133330,19724
236067,17034
157830,21133
457688,25018
232215,24297
353763,26149
59478,17444
115161,17444
606514,22371
234308,20262
635332,23883
162060,17662
38165,14382
122270,24391
711969,25642
136390,21446
367699,26149
199274,17662
94638,23883
104643,21536
659542,20262
252493,21133
234654,24355
506832,22534
226065,7873
200053,19789
363559,25642
261608,21536
299182,23898
318427,24355
300296,23464
277626,24391
247515,23883
95319,19711
66180,23883
673127,22071
422537,15179
250465,23732
569841,23732
337683,26149
283793,23898
80523,20810
171199,22371
471306,21691
187394,24639
380374,22371
449720,16531
96277,17168
360709,16446
131160,22813
597714,24639
119341,21446
373631,21691
787999,24297
484745,25642
764031,22534
198363,24360
151215,17444
1876317,20448
301000,26026
345566,17606
353215,24360
482405,26149
926145,16446
32569,19711
432668,22371
214488,20794
480953,20810
307381,22371
183892,19867
646922,24360
228095,17168
167906,20448
417977,26149
94000,20794
554063,24639
1286951,21691
208499,25018
252491,23464
350025,22371
437200,22813
223151,15529
129747,20794
124107,17034
456645,23883
112807,16420
259853,24639
753630,22813
457288,26026
119574,19724
510277,26149
385578,23898
231861,7873
341303,22071
162847,19711
284180,22813
488141,24297
438750,22534
432526,21536
36061,16179
25238,19789
618401,24639
195567,20025
72347,16452
409966,24391
166862,17662
285911,24297
177114,22371
207927,19867
249007,23732
189948,13732
158504,19711
264934,17606
343388,23464
151011,22071
86304,22071
128691,16985
147132,16179
501148,22371
407364,26149
333517,16531
239204,21133
257047,22534
481402,21691
269742,26026
643566,24360
352652,12907
156335,20262
1312632,25944
505776,21536
171664,17662
145911,19711
423511,24639
310772,19867
353432,22071
175130,20794
302444,23883
585920,24639
620956,16420
967500,26470
269927,21691
264798,13732
435743,22813
150140,16985
331459,24360
216181,8597
379977,19789
283691,21446
478050,23464
93024,21133
265468,23898
285899,23883
499000,23883
684060,23883
460076,24360
375195,15903
121149,20810
109938,24639
189988,19789
82648,15529
214486,16985
82750,20448
336174,22371
208766,16985
692474,19789
183098,23883
256212,19711
240098,20794
232369,24639
150834,16464
220784,16420
244009,17168
232799,19724
201278,17034
99390,23732
177170,17444
152959,21691
157542,25642
260550,25642
363524,20448
478226,23907
273310,24391
238683,21446
329626,25642
553371,24360
401293,23464
481568,21691
175187,20025
293309,25944
289523,23464
182879,23732
84830,25642
326002,23732
352902,23898
146791,19789
202230,24297
395895,15903
249082,21446
80164,22071
516207,23883
257383,16985
535348,25944
116961,24355
140939,23898
264531,20025
430665,24639
385849,24360
324121,17662
135058,12907
271693,15903
427188,26026
196684,9735
734851,23898
669517,23907
159469,21133
244070,24297
125158,25018
139727,15903
175130,20794
218395,23883
77626,15903
270337,14382
300459,23883
241357,17168
124245,17034
377054,23464
319941,24360
385055,23898
278937,24297
180587,17444
213447,23907
723482,25642
38165,14382
248614,20810
181260,17034
251836,12351
470895,21536
537072,24639
184451,19867
527103,20810
249048,17168
422558,26026
225158,20448
