ParcelNumber,SaleAmount,SaleDate,Bedrooms,YearBuilt,SquareFootageFinishedLiving,Grade,SaleDateYr,Grade out of 10,Year,Total Enrollment,Undergraduate Enrollment,Graduate Enrollment,CPI_Avg,SaleAmount_2024
530173110,181000,2003/05/30 04:00:00+00,2,1989.0,937.0,B,2003,6.5,2003.0,21446,13829.0,7617.0,184.0,308583
530173110,275000,2017/12/01 05:00:00+00,2,1989.0,937.0,B,2017,6.5,2017.0,24360,16655.0,7705.0,245.121,351935
530173110,86500,1996/08/20 04:00:00+00,2,1989.0,937.0,B,1996,6.5,1996.0,19789,13129.0,6660.0,156.85833333333332,172989
530173110,105000,1999/08/16 04:00:00+00,2,1989.0,937.0,B,1999,6.5,1999.0,20794,13576.0,7218.0,166.58333333333334,197728
530173110,211000,2004/06/23 04:00:00+00,2,1989.0,937.0,B,2004,6.5,2004.0,21691,14129.0,7562.0,188.90833333333333,350382
530173110,279000,2008/02/20 05:00:00+00,2,1989.0,937.0,B,2008,6.5,2008.0,22813,15207.0,7606.0,215.25424999999998,406596
530173120,87000,1994/05/27 04:00:00+00,2,1989.0,911.0,B,1994,6.5,1994.0,19724,12568.0,7156.0,148.225,184123
530173120,95000,1992/07/31 04:00:00+00,2,1989.0,911.0,B,1992,6.5,1992.0,19867,12614.0,7253.0,140.30833333333334,212398
530173120,195000,2003/09/25 04:00:00+00,2,1989.0,911.0,B,2003,6.5,2003.0,21446,13829.0,7617.0,184.0,332451
530173120,118000,2000/12/29 05:00:00+00,2,1989.0,911.0,B,2000,6.5,2000.0,20810,13718.0,7092.0,172.1916666666667,214971
530173130,275000,2013/11/26 05:00:00+00,2,1989.0,925.0,B,2013,6.5,2013.0,23464,16087.0,7377.0,232.95174999999998,370320
530173130,100000,1997/05/08 04:00:00+00,2,1989.0,925.0,B,1997,6.5,1997.0,20262,13246.0,7016.0,160.525,195419
530173130,75000,1991/05/29 04:00:00+00,2,1989.0,925.0,B,1991,6.5,1991.0,17606,11306.0,6300.0,136.16666666666666,172783
530173130,200000,2003/07/01 04:00:00+00,2,1989.0,925.0,B,2003,6.5,2003.0,21446,13829.0,7617.0,184.0,340975
530173140,95000,1991/09/06 04:00:00+00,2,1989.0,937.0,B,1991,6.5,1991.0,17606,11306.0,6300.0,136.16666666666666,218858
530173140,95300,1996/07/16 04:00:00+00,2,1989.0,937.0,B,1996,6.5,1996.0,19789,13129.0,6660.0,156.85833333333332,190588
530173150,95000,1990/06/29 04:00:00+00,2,1989.0,937.0,B,1990,6.5,1990.0,17662,11304.0,6358.0,130.65833333333333,228085
530173160,228000,2011/06/30 04:00:00+00,2,1989.0,937.0,B,2011,6.5,2011.0,24297,15762.0,8535.0,224.923,317989
530173160,190000,1991/03/04 05:00:00+00,2,1989.0,937.0,B,1991,6.5,1991.0,17606,11306.0,6300.0,136.16666666666666,437717
530173160,95000,1993/09/10 04:00:00+00,2,1989.0,937.0,B,1993,6.5,1993.0,19711,12446.0,7265.0,144.475,206273
530173170,295000,2019/03/29 04:00:00+00,2,1989.0,937.0,B,2019,6.5,2019.0,25018,17011.0,8007.0,255.65258333333335,361978
530173170,225000,2011/05/26 04:00:00+00,2,1989.0,937.0,B,2011,6.5,2011.0,24297,15762.0,8535.0,224.923,313805
530173170,90000,1996/08/01 04:00:00+00,2,1989.0,937.0,B,1996,6.5,1996.0,19789,13129.0,6660.0,156.85833333333332,179989
530173170,190000,1991/03/04 05:00:00+00,2,1989.0,937.0,B,1991,6.5,1991.0,17606,11306.0,6300.0,136.16666666666666,437717
530173180,101000,1998/06/01 04:00:00+00,2,1989.0,911.0,B,1998,6.5,1998.0,20448,13370.0,7078.0,163.00833333333333,194367
530173180,95000,1992/07/31 04:00:00+00,2,1989.0,911.0,B,1992,6.5,1992.0,19867,12614.0,7253.0,140.30833333333334,212398
530173180,340000,2021/02/08 05:00:00+00,2,1989.0,911.0,B,2021,6.5,2021.0,26026,17299.0,8727.0,270.96791666666667,393615
530173180,294900,2006/12/04 05:00:00+00,2,1989.0,911.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,458971
530173200,75000,1996/10/31 04:00:00+00,2,1989.0,937.0,B,1996,6.5,1996.0,19789,13129.0,6660.0,156.85833333333332,149990
530173200,95000,1991/07/02 04:00:00+00,2,1989.0,937.0,B,1991,6.5,1991.0,17606,11306.0,6300.0,136.16666666666666,218858
530173300,82000,1996/08/29 04:00:00+00,2,1989.0,937.0,B,1996,6.5,1996.0,19789,13129.0,6660.0,156.85833333333332,163990
530173300,192000,2003/10/21 04:00:00+00,2,1989.0,937.0,B,2003,6.5,2003.0,21446,13829.0,7617.0,184.0,327336
530173300,380000,1991/03/04 05:00:00+00,2,1989.0,937.0,B,1991,6.5,1991.0,17606,11306.0,6300.0,136.16666666666666,875435
530173300,238000,2016/04/05 04:00:00+00,2,1989.0,937.0,B,2016,6.5,2016.0,23898,16331.0,7567.0,240.00541666666666,311076
530173300,372000,2022/01/25 05:00:00+00,2,1989.0,937.0,B,2022,6.5,2022.0,26149,17496.0,8653.0,292.6254166666667,398788
530173400,87500,1998/06/01 04:00:00+00,2,1989.0,937.0,B,1998,6.5,1998.0,20448,13370.0,7078.0,163.00833333333333,168387
530173400,380000,1991/03/04 05:00:00+00,2,1989.0,937.0,B,1991,6.5,1991.0,17606,11306.0,6300.0,136.16666666666666,875435
530173500,80000,1996/06/27 04:00:00+00,2,1989.0,937.0,B,1996,6.5,1996.0,19789,13129.0,6660.0,156.85833333333332,159990
530173500,95000,1991/07/02 04:00:00+00,2,1989.0,937.0,B,1991,6.5,1991.0,17606,11306.0,6300.0,136.16666666666666,218858
530173600,280000,2020/07/15 04:00:00+00,2,1989.0,913.0,B,2020,6.5,2020.0,25642,17314.0,8328.0,258.85575,339321
530173600,250000,2018/04/04 04:00:00+00,2,1989.0,913.0,B,2018,6.5,2018.0,24639,16777.0,7862.0,251.0995,312324
530173600,120500,2001/10/31 04:00:00+00,2,1989.0,913.0,B,2001,6.5,2001.0,21133,13766.0,7367.0,177.04166666666666,213512
530173600,79000,1997/03/21 04:00:00+00,2,1989.0,913.0,B,1997,6.5,1997.0,20262,13246.0,7016.0,160.525,154381
530173600,190000,1991/04/01 04:00:00+00,2,1989.0,913.0,B,1991,6.5,1991.0,17606,11306.0,6300.0,136.16666666666666,437717
530173700,94200,1997/04/15 04:00:00+00,2,1989.0,925.0,B,1997,6.5,1997.0,20262,13246.0,7016.0,160.525,184085
530173700,95000,1992/07/28 04:00:00+00,2,1989.0,925.0,B,1992,6.5,1992.0,19867,12614.0,7253.0,140.30833333333334,212398
530173700,214000,2004/12/15 05:00:00+00,2,1989.0,925.0,B,2004,6.5,2004.0,21691,14129.0,7562.0,188.90833333333333,355364
530173800,75000,1991/05/16 04:00:00+00,2,1989.0,937.0,B,1991,6.5,1991.0,17606,11306.0,6300.0,136.16666666666666,172783
530173800,225000,2005/07/18 04:00:00+00,2,1989.0,937.0,B,2005,6.5,2005.0,22071,14213.0,7858.0,195.26666666666665,361464
530173900,90500,1995/06/02 04:00:00+00,2,1989.0,937.0,B,1995,6.5,1995.0,20025,13108.0,6917.0,152.38333333333333,186304
530173900,380000,1991/03/04 05:00:00+00,2,1989.0,937.0,B,1991,6.5,1991.0,17606,11306.0,6300.0,136.16666666666666,875435
530212100,92400,1994/02/09 05:00:00+00,4,1974.0,1944.0,C +,1994,5.0,1994.0,19724,12568.0,7156.0,148.225,195551
530212100,3000,1971/02/04 05:00:00+00,4,1974.0,1944.0,C +,1971,5.0,1971.0,12351,7617.0,4734.0,40.483333333333334,23246
530212200,47500,1983/11/30 05:00:00+00,2,1958.0,1036.0,C +,1983,5.0,1983.0,16379,10967.0,5412.0,99.58333333333333,149629
530212200,425000,2021/12/17 05:00:00+00,2,1958.0,1036.0,C +,2021,5.0,2021.0,26026,17299.0,8727.0,270.96791666666667,492019
530212300,407000,2017/06/21 04:00:00+00,3,1958.0,1163.0,B +,2017,7.0,2017.0,24360,16655.0,7705.0,245.121,520865
530212400,240000,2007/10/24 04:00:00+00,2,1958.0,1019.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,363103
530212500,350000,2015/09/02 04:00:00+00,3,1959.0,1330.0,B +,2015,7.0,2015.0,23883,16736.0,7147.0,237.00175000000002,463263
530212500,131900,1999/03/16 04:00:00+00,3,1959.0,1330.0,B +,1999,7.0,1999.0,20794,13576.0,7218.0,166.58333333333334,248384
530259101,216000,2018/04/11 04:00:00+00,1,2004.0,609.0,A -,2018,8.0,2018.0,24639,16777.0,7862.0,251.0995,269848
530259101,180584,2005/02/18 05:00:00+00,1,2004.0,609.0,A -,2005,8.0,2005.0,22071,14213.0,7858.0,195.26666666666665,290109
530259110,344783,2005/03/07 05:00:00+00,2,2004.0,1262.0,A -,2005,8.0,2005.0,22071,14213.0,7858.0,195.26666666666665,553897
530259110,300000,2024/05/01 04:00:00+00,2,2004.0,1262.0,A -,2024,8.0,2024.0,26470,17901.0,8569.0,313.69783333333334,300000
530259110,375000,2006/05/15 04:00:00+00,2,2004.0,1262.0,A -,2006,8.0,2006.0,22371,14678.0,7693.0,201.5583333333333,583635
530259120,350000,2016/09/26 04:00:00+00,2,2004.0,1003.0,A -,2016,8.0,2016.0,23898,16331.0,7567.0,240.00541666666666,457465
530259120,304456,2005/04/01 04:00:00+00,2,2004.0,1003.0,A -,2005,8.0,2005.0,22071,14213.0,7858.0,195.26666666666665,489111
530259130,260000,2016/02/29 05:00:00+00,1,2004.0,704.0,A -,2016,8.0,2016.0,23898,16331.0,7567.0,240.00541666666666,339831
530259130,244000,2015/01/29 05:00:00+00,1,2004.0,704.0,A -,2015,8.0,2015.0,23883,16736.0,7147.0,237.00175000000002,322960
530259130,210490,2005/02/09 05:00:00+00,1,2004.0,704.0,A -,2005,8.0,2005.0,22071,14213.0,7858.0,195.26666666666665,338154
530259130,290000,2024/03/01 05:00:00+00,1,2004.0,704.0,A -,2024,8.0,2024.0,26470,17901.0,8569.0,313.69783333333334,290000
530259130,229000,2010/07/15 04:00:00+00,1,2004.0,704.0,A -,2010,8.0,2010.0,24391,15595.0,8796.0,218.0761666666667,329411
530259130,230000,2013/09/26 04:00:00+00,1,2004.0,704.0,A -,2013,8.0,2013.0,23464,16087.0,7377.0,232.95174999999998,309722
530259140,274500,2005/04/15 04:00:00+00,2,2004.0,900.0,A -,2005,8.0,2005.0,22071,14213.0,7858.0,195.26666666666665,440986
530259200,153100,2005/04/12 04:00:00+00,1,2004.0,544.0,A -,2005,8.0,2005.0,22071,14213.0,7858.0,195.26666666666665,245956
530259300,198500,2006/05/16 04:00:00+00,1,2004.0,633.0,A -,2006,8.0,2006.0,22371,14678.0,7693.0,201.5583333333333,308937
530259300,262500,2020/11/02 05:00:00+00,1,2004.0,633.0,A -,2020,8.0,2020.0,25642,17314.0,8328.0,258.85575,318114
530259300,203000,2008/07/17 04:00:00+00,1,2004.0,633.0,A -,2008,8.0,2008.0,22813,15207.0,7606.0,215.25424999999998,295839
530259300,175955,2005/03/08 05:00:00+00,1,2004.0,633.0,A -,2005,8.0,2005.0,22071,14213.0,7858.0,195.26666666666665,282673
530259400,186000,2013/12/16 05:00:00+00,1,2004.0,653.0,A -,2013,8.0,2013.0,23464,16087.0,7377.0,232.95174999999998,250471
530259400,220000,2021/04/23 04:00:00+00,1,2004.0,653.0,A -,2021,8.0,2021.0,26026,17299.0,8727.0,270.96791666666667,254692
530259400,177200,2005/02/23 05:00:00+00,1,2004.0,653.0,A -,2005,8.0,2005.0,22071,14213.0,7858.0,195.26666666666665,284673
530259500,218430,2005/02/16 05:00:00+00,1,2004.0,799.0,A -,2005,8.0,2005.0,22071,14213.0,7858.0,195.26666666666665,350909
530259500,255000,2018/04/30 04:00:00+00,1,2004.0,799.0,A -,2018,8.0,2018.0,24639,16777.0,7862.0,251.0995,318570
530259500,235000,2016/08/10 04:00:00+00,1,2004.0,799.0,A -,2016,8.0,2016.0,23898,16331.0,7567.0,240.00541666666666,307155
530259500,355000,2022/06/15 04:00:00+00,1,2004.0,799.0,A -,2022,8.0,2022.0,26149,17496.0,8653.0,292.6254166666667,380564
530259500,266000,2006/12/14 05:00:00+00,1,2004.0,799.0,A -,2006,8.0,2006.0,22371,14678.0,7693.0,201.5583333333333,413992
530259500,262000,2019/09/05 04:00:00+00,1,2004.0,799.0,A -,2019,8.0,2019.0,25018,17011.0,8007.0,255.65258333333335,321486
530259600,223000,2005/04/12 04:00:00+00,1,2004.0,734.0,A -,2005,8.0,2005.0,22071,14213.0,7858.0,195.26666666666665,358251
530259700,204950,2005/03/08 05:00:00+00,1,2004.0,685.0,A -,2005,8.0,2005.0,22071,14213.0,7858.0,195.26666666666665,329254
530259700,232000,2006/06/06 04:00:00+00,1,2004.0,685.0,A -,2006,8.0,2006.0,22371,14678.0,7693.0,201.5583333333333,361076
530259800,285000,2023/05/10 04:00:00+00,1,2004.0,664.0,A -,2023,8.0,2023.0,25944,17618.0,8326.0,304.70416666666665,293412
530259800,195000,2005/03/21 04:00:00+00,1,2004.0,664.0,A -,2005,8.0,2005.0,22071,14213.0,7858.0,195.26666666666665,313269
530259800,224000,2006/06/30 04:00:00+00,1,2004.0,664.0,A -,2006,8.0,2006.0,22371,14678.0,7693.0,201.5583333333333,348625
530259900,315250,2005/03/01 05:00:00+00,2,2004.0,1037.0,A -,2005,8.0,2005.0,22071,14213.0,7858.0,195.26666666666665,506452
530259900,350000,2016/09/19 04:00:00+00,2,2004.0,1037.0,A -,2016,8.0,2016.0,23898,16331.0,7567.0,240.00541666666666,457465
530259900,295000,2014/06/13 04:00:00+00,2,2004.0,1037.0,A -,2014,8.0,2014.0,23732,16483.0,7249.0,236.715,390937
530259900,425000,2021/01/20 05:00:00+00,2,2004.0,1037.0,A -,2021,8.0,2021.0,26026,17299.0,8727.0,270.96791666666667,492019
540014100,124000,2003/03/14 04:00:00+00,3,1955.0,936.0,C++,2003,5.5,2003.0,21446,13829.0,7617.0,184.0,211405
540014100,180000,2003/07/21 04:00:00+00,3,1955.0,936.0,C++,2003,5.5,2003.0,21446,13829.0,7617.0,184.0,306878
540014100,296000,2018/06/01 04:00:00+00,3,1955.0,936.0,C++,2018,5.5,2018.0,24639,16777.0,7862.0,251.0995,369791
540022000,132000,1992/11/03 05:00:00+00,3,1958.0,1126.0,C,1992,4.5,1992.0,19867,12614.0,7253.0,140.30833333333334,295122
540022100,92000,1998/09/01 04:00:00+00,3,1957.0,1388.0,C,1998,4.5,1998.0,20448,13370.0,7078.0,163.00833333333333,177047
540023000,160000,2019/05/29 04:00:00+00,3,2022.0,3132.0,B++,2019,7.5,2019.0,25018,17011.0,8007.0,255.65258333333335,196327
540023000,8500,1973/12/14 05:00:00+00,3,2022.0,3132.0,B++,1973,7.5,1973.0,13732,8873.0,4859.0,44.425000000000004,60020
540028000,52400,1985/02/14 05:00:00+00,3,1954.0,1152.0,C -,1985,4.0,1985.0,16889,11195.0,5694.0,107.60000000000001,152767
540028000,193000,2019/07/15 04:00:00+00,3,1954.0,1152.0,C -,2019,4.0,2019.0,25018,17011.0,8007.0,255.65258333333335,236820
540029000,288000,2013/04/29 04:00:00+00,5,1954.0,1152.0,C,2013,4.5,2013.0,23464,16087.0,7377.0,232.95174999999998,387826
540029000,194000,2004/11/02 04:00:00+00,5,1954.0,1152.0,C,2004,4.5,2004.0,21691,14129.0,7562.0,188.90833333333333,322152
540029000,17750,1971/04/05 04:00:00+00,5,1954.0,1152.0,C,1971,4.5,1971.0,12351,7617.0,4734.0,40.483333333333334,137541
540030000,4250,1981/07/01 04:00:00+00,3,1952.0,780.0,C,1981,4.5,1981.0,16420,11053.0,5367.0,90.93333333333334,14661
540030000,231000,2016/08/16 04:00:00+00,3,1952.0,780.0,C,2016,4.5,2016.0,23898,16331.0,7567.0,240.00541666666666,301927
540035000,68000,1999/07/23 04:00:00+00,3,1950.0,744.0,C,1999,4.5,1999.0,20794,13576.0,7218.0,166.58333333333334,128052
540038000,37500,1978/06/12 04:00:00+00,3,1955.0,1064.0,C -,1978,4.0,1978.0,16179,10562.0,5617.0,65.24166666666666,180309
540040000,77000,1990/06/15 04:00:00+00,4,1955.0,1293.0,B -,1990,6.0,1990.0,17662,11304.0,6358.0,130.65833333333333,184869
540040000,184900,2004/04/14 04:00:00+00,4,1955.0,1293.0,B -,2004,6.0,2004.0,21691,14129.0,7562.0,188.90833333333333,307041
540040000,1500,1977/01/10 05:00:00+00,4,1955.0,1293.0,B -,1977,6.0,1977.0,15903,10330.0,5573.0,60.61666666666667,7762
540042000,97000,1999/08/30 04:00:00+00,2,1950.0,952.0,C,1999,4.5,1999.0,20794,13576.0,7218.0,166.58333333333334,182663
540045000,109670,1997/08/12 04:00:00+00,2,1950.0,1273.0,C,1997,4.5,1997.0,20262,13246.0,7016.0,160.525,214317
540046000,85000,1992/04/17 04:00:00+00,6,1950.0,1152.0,C,1992,4.5,1992.0,19867,12614.0,7253.0,140.30833333333334,190040
540053007,350000,2020/11/12 05:00:00+00,2,2019.0,1024.0,B +,2020,7.0,2020.0,25642,17314.0,8328.0,258.85575,424152
540053008,491200,2020/01/06 05:00:00+00,3,2019.0,1503.0,B +,2020,7.0,2020.0,25642,17314.0,8328.0,258.85575,595267
540053009,550000,2021/10/01 04:00:00+00,3,2020.0,1777.0,B +,2021,7.0,2021.0,26026,17299.0,8727.0,270.96791666666667,636731
540053010,440925,2020/04/09 04:00:00+00,3,2019.0,1338.0,B +,2020,7.0,2020.0,25642,17314.0,8328.0,258.85575,534340
540053010,470000,2022/09/20 04:00:00+00,3,2019.0,1338.0,B +,2022,7.0,2022.0,26149,17496.0,8653.0,292.6254166666667,503845
540053011,517400,2020/04/14 04:00:00+00,3,2019.0,1516.0,B +,2020,7.0,2020.0,25642,17314.0,8328.0,258.85575,627018
540053012,533438,2021/03/04 05:00:00+00,2,2020.0,1462.0,B +,2021,7.0,2021.0,26026,17299.0,8727.0,270.96791666666667,617557
540053012,700000,2024/06/28 04:00:00+00,2,2020.0,1462.0,B +,2024,7.0,2024.0,26470,17901.0,8569.0,313.69783333333334,700000
540059000,269000,2018/05/23 04:00:00+00,4,1972.0,1170.0,C -,2018,4.0,2018.0,24639,16777.0,7862.0,251.0995,336060
540059000,22500,1987/06/30 04:00:00+00,4,1972.0,1170.0,C -,1987,4.0,1987.0,17034,11097.0,5937.0,113.61666666666667,62122
540061400,40000,1984/09/24 04:00:00+00,3,1961.0,917.0,C,1984,4.5,1984.0,16531,10962.0,5569.0,103.93333333333334,120730
540061400,10000,1992/03/10 04:00:00+00,3,1961.0,917.0,C,1992,4.5,1992.0,19867,12614.0,7253.0,140.30833333333334,22357
540064000,179500,2003/10/31 04:00:00+00,3,1960.0,1386.0,C,2003,4.5,2003.0,21446,13829.0,7617.0,184.0,306025
540064100,160000,2004/05/27 04:00:00+00,4,1959.0,1152.0,C,2004,4.5,2004.0,21691,14129.0,7562.0,188.90833333333333,265693
540064100,375000,2022/03/30 04:00:00+00,4,1959.0,1152.0,C,2022,4.5,2022.0,26149,17496.0,8653.0,292.6254166666667,402004
540070200,460000,2019/06/17 04:00:00+00,4,2011.0,2259.0,C++,2019,5.5,2019.0,25018,17011.0,8007.0,255.65258333333335,564441
540070200,330000,2013/06/26 04:00:00+00,4,2011.0,2259.0,C++,2013,5.5,2013.0,23464,16087.0,7377.0,232.95174999999998,444385
540070200,130000,2011/03/01 05:00:00+00,4,2011.0,2259.0,C++,2011,5.5,2011.0,24297,15762.0,8535.0,224.923,181309
540070200,315000,2012/10/31 04:00:00+00,4,2011.0,2259.0,C++,2012,5.5,2012.0,23907,15822.0,8085.0,229.58608333333333,430404
540074000,20000,1985/01/14 05:00:00+00,4,1990.0,2240.0,C -,1985,4.0,1985.0,16889,11195.0,5694.0,107.60000000000001,58308
540074000,19500,1988/10/11 04:00:00+00,4,1990.0,2240.0,C -,1988,4.0,1988.0,17168,11197.0,5971.0,118.27499999999999,51719
540076100,88500,1996/06/06 04:00:00+00,3,1996.0,1256.0,C,1996,4.5,1996.0,19789,13129.0,6660.0,156.85833333333332,176989
540076100,13000,1994/08/11 04:00:00+00,3,1996.0,1256.0,C,1994,4.5,1994.0,19724,12568.0,7156.0,148.225,27512
540076100,240000,2005/10/24 04:00:00+00,3,1996.0,1256.0,C,2005,4.5,2005.0,22071,14213.0,7858.0,195.26666666666665,385562
540078000,125000,2012/03/05 05:00:00+00,1,2019.0,396.0,C -,2012,4.0,2012.0,23907,15822.0,8085.0,229.58608333333333,170795
540078000,350000,2013/06/04 04:00:00+00,1,2019.0,396.0,C -,2013,4.0,2013.0,23464,16087.0,7377.0,232.95174999999998,471317
540078100,359000,2017/06/01 04:00:00+00,6,1973.0,1800.0,C,2017,4.5,2017.0,24360,16655.0,7705.0,245.121,459436
540078100,4500,1973/11/21 05:00:00+00,6,1973.0,1800.0,C,1973,4.5,1973.0,13732,8873.0,4859.0,44.425000000000004,31775
540078100,457000,2018/07/19 04:00:00+00,6,1973.0,1800.0,C,2018,4.5,2018.0,24639,16777.0,7862.0,251.0995,570928
540081000,415000,2023/04/19 04:00:00+00,2,1950.0,1040.0,C,2023,4.5,2023.0,25944,17618.0,8326.0,304.70416666666665,427249
540081000,90000,1999/02/08 05:00:00+00,2,1950.0,1040.0,C,1999,4.5,1999.0,20794,13576.0,7218.0,166.58333333333334,169481
540081000,241000,2013/08/20 04:00:00+00,2,1950.0,1040.0,C,2013,4.5,2013.0,23464,16087.0,7377.0,232.95174999999998,324535
540081000,72500,1995/06/08 04:00:00+00,2,1950.0,1040.0,C,1995,4.5,1995.0,20025,13108.0,6917.0,152.38333333333333,149249
540082000,220000,2005/12/22 05:00:00+00,2,1950.0,768.0,C,2005,4.5,2005.0,22071,14213.0,7858.0,195.26666666666665,353432
540083000,320000,2023/02/24 05:00:00+00,4,1957.0,999.0,B,2023,6.5,2023.0,25944,17618.0,8326.0,304.70416666666665,329445
540083000,75000,1986/12/04 05:00:00+00,4,1957.0,999.0,B,1986,6.5,1986.0,16985,11249.0,5736.0,109.69166666666666,214486
540083000,635000,2023/12/20 05:00:00+00,4,1957.0,999.0,B,2023,6.5,2023.0,25944,17618.0,8326.0,304.70416666666665,653742
540083000,208000,2023/01/09 05:00:00+00,4,1957.0,999.0,B,2023,6.5,2023.0,25944,17618.0,8326.0,304.70416666666665,214139
540085000,240000,2013/11/08 05:00:00+00,6,1964.0,936.0,C,2013,4.5,2013.0,23464,16087.0,7377.0,232.95174999999998,323189
540085000,72000,1982/10/21 04:00:00+00,6,1964.0,936.0,C,1982,4.5,1982.0,16446,11104.0,5342.0,96.53333333333335,233973
540093000,340000,2024/01/16 05:00:00+00,2,1952.0,836.0,C,2024,4.5,2024.0,26470,17901.0,8569.0,313.69783333333334,340000
540095100,110000,1998/12/01 05:00:00+00,3,1956.0,975.0,C +,1998,5.0,1998.0,20448,13370.0,7078.0,163.00833333333333,211687
540095100,82500,1993/01/15 05:00:00+00,3,1956.0,975.0,C +,1993,5.0,1993.0,19711,12446.0,7265.0,144.475,179131
540095100,235000,2005/08/04 04:00:00+00,3,1956.0,975.0,C +,2005,5.0,2005.0,22071,14213.0,7858.0,195.26666666666665,377529
540097000,139800,1996/12/31 05:00:00+00,4,1956.0,1716.0,C,1996,4.5,1996.0,19789,13129.0,6660.0,156.85833333333332,279583
540097100,317000,2014/04/25 04:00:00+00,4,1968.0,1525.0,C,2014,4.5,2014.0,23732,16483.0,7249.0,236.715,420092
540097100,218400,2005/11/14 05:00:00+00,4,1968.0,1525.0,C,2005,4.5,2005.0,22071,14213.0,7858.0,195.26666666666665,350861
540097100,89500,1997/06/17 04:00:00+00,4,1968.0,1525.0,C,1997,4.5,1997.0,20262,13246.0,7016.0,160.525,174900
540097100,320000,2007/01/17 05:00:00+00,4,1968.0,1525.0,C,2007,4.5,2007.0,22534,15079.0,7455.0,207.34416666666667,484138
540097100,26900,1982/02/01 05:00:00+00,4,1968.0,1525.0,C,1982,4.5,1982.0,16446,11104.0,5342.0,96.53333333333335,87415
540098000,127875,1999/04/22 04:00:00+00,2,1951.0,1152.0,C,1999,4.5,1999.0,20794,13576.0,7218.0,166.58333333333334,240805
540098000,57500,1983/04/26 04:00:00+00,2,1951.0,1152.0,C,1983,4.5,1983.0,16379,10967.0,5412.0,99.58333333333333,181130
540098000,104000,1991/06/03 04:00:00+00,2,1951.0,1152.0,C,1991,4.5,1991.0,17606,11306.0,6300.0,136.16666666666666,239592
540102000,118000,2001/10/01 04:00:00+00,4,1954.0,1031.0,C +,2001,5.0,2001.0,21133,13766.0,7367.0,177.04166666666666,209082
540102000,323000,2017/05/17 04:00:00+00,4,1954.0,1031.0,C +,2017,5.0,2017.0,24360,16655.0,7705.0,245.121,413364
540102000,283000,2012/07/11 04:00:00+00,4,1954.0,1031.0,C +,2012,5.0,2012.0,23907,15822.0,8085.0,229.58608333333333,386680
540102000,214900,2003/12/31 05:00:00+00,4,1954.0,1031.0,C +,2003,5.0,2003.0,21446,13829.0,7617.0,184.0,366378
540102000,359000,2020/05/27 04:00:00+00,4,1954.0,1031.0,C +,2020,5.0,2020.0,25642,17314.0,8328.0,258.85575,435058
540102000,183000,2003/04/28 04:00:00+00,4,1954.0,1031.0,C +,2003,5.0,2003.0,21446,13829.0,7617.0,184.0,311992
540102000,275000,2007/11/15 05:00:00+00,4,1954.0,1031.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,416056
540103000,181059,2012/03/28 04:00:00+00,3,1954.0,1142.0,C +,2012,5.0,2012.0,23907,15822.0,8085.0,229.58608333333333,247392
540103000,320000,2019/04/19 04:00:00+00,3,1954.0,1142.0,C +,2019,5.0,2019.0,25018,17011.0,8007.0,255.65258333333335,392655
540103000,197000,2004/06/28 04:00:00+00,3,1954.0,1142.0,C +,2004,5.0,2004.0,21691,14129.0,7562.0,188.90833333333333,327134
540103000,167239,2011/10/17 04:00:00+00,3,1954.0,1142.0,C +,2011,5.0,2011.0,24297,15762.0,8535.0,224.923,233246
540104000,115000,2002/06/03 04:00:00+00,2,1954.0,1157.0,C,2002,4.5,2002.0,21536,13805.0,7731.0,179.86666666666667,200566
540105100,525000,2014/03/24 04:00:00+00,5,1963.0,1680.0,C +,2014,5.0,2014.0,23732,16483.0,7249.0,236.715,695736
540105100,67500,1988/08/03 04:00:00+00,5,1963.0,1680.0,C +,1988,5.0,1988.0,17168,11197.0,5971.0,118.27499999999999,179028
540105100,930000,2024/04/29 04:00:00+00,5,1963.0,1680.0,C +,2024,5.0,2024.0,26470,17901.0,8569.0,313.69783333333334,930000
540107000,25000,1967/06/23 04:00:00+00,3,1973.0,1008.0,B,1967,6.5,1967.0,8597,4821.0,3776.0,33.375,234979
540107000,295000,2021/02/25 05:00:00+00,3,1973.0,1008.0,B,2021,6.5,2021.0,26026,17299.0,8727.0,270.96791666666667,341519
540107000,650000,1999/03/01 05:00:00+00,3,1973.0,1008.0,B,1999,6.5,1999.0,20794,13576.0,7218.0,166.58333333333334,1224033
540107A00,305000,2021/04/28 04:00:00+00,2,1973.0,1008.0,B,2021,6.5,2021.0,26026,17299.0,8727.0,270.96791666666667,353096
540137100,290000,2019/10/25 04:00:00+00,1,2007.0,959.0,A -,2019,8.0,2019.0,25018,17011.0,8007.0,255.65258333333335,355843
540137100,299900,2006/06/23 04:00:00+00,1,2007.0,959.0,A -,2006,8.0,2006.0,22371,14678.0,7693.0,201.5583333333333,466753
540137101,257725,2006/06/13 04:00:00+00,1,2007.0,801.0,A -,2006,8.0,2006.0,22371,14678.0,7693.0,201.5583333333333,401113
540137110,324410,2006/06/29 04:00:00+00,1,2007.0,991.0,A -,2006,8.0,2006.0,22371,14678.0,7693.0,201.5583333333333,504899
