ParcelNumber,SaleAmount,SaleDate,Bedrooms,YearBuilt,SquareFootageFinishedLiving,Grade,SaleDateYr,Grade out of 10,Year,Total Enrollment,Undergraduate Enrollment,Graduate Enrollment,CPI_Avg,SaleAmount_2024
160128150,328974,2019/08/12 04:00:00+00,2,1966.0,822.0,C +,2019,5.0,2019.0,25018,17011.0,8007.0,255.65258333333335,403666
160128150,145403,2006/11/06 05:00:00+00,2,1966.0,822.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,226299
160128160,125000,2013/02/28 05:00:00+00,2,1966.0,771.0,C +,2013,5.0,2013.0,23464,16087.0,7377.0,232.95174999999998,168327
160128160,149900,2019/03/05 05:00:00+00,2,1966.0,771.0,C +,2019,5.0,2019.0,25018,17011.0,8007.0,255.65258333333335,183934
160128160,225000,2023/11/08 05:00:00+00,2,1966.0,771.0,C +,2023,5.0,2023.0,25944,17618.0,8326.0,304.70416666666665,231641
160128160,144900,2007/02/01 05:00:00+00,2,1966.0,771.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,219223
160128170,165000,2006/07/14 04:00:00+00,2,1966.0,777.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,256799
160128170,111000,2015/08/24 04:00:00+00,2,1966.0,777.0,C +,2015,5.0,2015.0,23883,16736.0,7147.0,237.00175000000002,146920
160128180,165000,2006/07/14 04:00:00+00,2,1966.0,854.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,256799
160128190,165000,2006/07/14 04:00:00+00,2,1966.0,854.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,256799
160128200,139900,2006/03/28 04:00:00+00,1,1966.0,615.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,217735
160128200,105325,2016/07/21 04:00:00+00,1,1966.0,615.0,C +,2016,5.0,2016.0,23898,16331.0,7567.0,240.00541666666666,137664
160128201,165000,2006/07/14 04:00:00+00,2,1966.0,771.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,256799
160128201,127500,2014/08/18 04:00:00+00,2,1966.0,771.0,C +,2014,5.0,2014.0,23732,16483.0,7249.0,236.715,168964
160128210,165000,2006/07/14 04:00:00+00,2,1966.0,777.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,256799
160128210,123000,2014/12/30 05:00:00+00,2,1966.0,777.0,C +,2014,5.0,2014.0,23732,16483.0,7249.0,236.715,163001
160128210,210000,2018/06/25 04:00:00+00,2,1966.0,777.0,C +,2018,5.0,2018.0,24639,16777.0,7862.0,251.0995,262352
160128220,165000,2006/07/14 04:00:00+00,2,1966.0,854.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,256799
160128220,137000,2010/06/02 04:00:00+00,2,1966.0,854.0,C +,2010,5.0,2010.0,24391,15595.0,8796.0,218.0761666666667,197071
160128230,165000,2006/07/14 04:00:00+00,2,1966.0,854.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,256799
160128230,115000,2012/03/09 05:00:00+00,2,1966.0,854.0,C +,2012,5.0,2012.0,23907,15822.0,8085.0,229.58608333333333,157131
160128240,165000,2006/07/14 04:00:00+00,2,1966.0,771.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,256799
160128240,115080,2015/03/20 04:00:00+00,2,1966.0,771.0,C +,2015,5.0,2015.0,23883,16736.0,7147.0,237.00175000000002,152321
160128240,160000,2018/01/16 05:00:00+00,2,1966.0,771.0,C +,2018,5.0,2018.0,24639,16777.0,7862.0,251.0995,199887
160128250,164900,2008/05/21 04:00:00+00,2,1966.0,771.0,C +,2008,5.0,2008.0,22813,15207.0,7606.0,215.25424999999998,240314
160128260,148000,2008/05/27 04:00:00+00,2,1966.0,854.0,C +,2008,5.0,2008.0,22813,15207.0,7606.0,215.25424999999998,215685
160128260,160000,2011/09/20 04:00:00+00,2,1966.0,854.0,C +,2011,5.0,2011.0,24297,15762.0,8535.0,224.923,223150
160128270,105000,2009/05/18 04:00:00+00,1,1966.0,615.0,C +,2009,5.0,2009.0,24355,15476.0,8879.0,214.56466666666665,153512
160128270,105500,2016/02/09 05:00:00+00,1,1966.0,615.0,C +,2016,5.0,2016.0,23898,16331.0,7567.0,240.00541666666666,137893
160128280,155000,2022/11/16 05:00:00+00,1,1966.0,564.0,C +,2022,5.0,2022.0,26149,17496.0,8653.0,292.6254166666667,166161
160128280,96000,2015/10/09 04:00:00+00,1,1966.0,564.0,C +,2015,5.0,2015.0,23883,16736.0,7147.0,237.00175000000002,127066
160128280,139900,2019/07/16 04:00:00+00,1,1966.0,564.0,C +,2019,5.0,2019.0,25018,17011.0,8007.0,255.65258333333335,171663
160128280,129900,2006/05/31 04:00:00+00,1,1966.0,564.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,202171
160128280,129500,2007/09/12 04:00:00+00,1,1966.0,564.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,195924
160128290,132000,2010/12/28 05:00:00+00,2,1966.0,771.0,C +,2010,5.0,2010.0,24391,15595.0,8796.0,218.0761666666667,189879
160128290,165000,2006/07/14 04:00:00+00,2,1966.0,771.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,256799
160128300,152000,2008/08/08 04:00:00+00,2,1966.0,854.0,C +,2008,5.0,2008.0,22813,15207.0,7606.0,215.25424999999998,221515
160128301,165000,2006/07/14 04:00:00+00,2,1966.0,854.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,256799
160128310,389700,2006/03/10 05:00:00+00,1,1966.0,615.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,606514
160128310,230000,2011/04/01 04:00:00+00,1,1966.0,615.0,C +,2011,5.0,2011.0,24297,15762.0,8535.0,224.923,320778
160128320,230000,2011/04/01 04:00:00+00,1,1966.0,564.0,C +,2011,5.0,2011.0,24297,15762.0,8535.0,224.923,320778
160128320,389700,2006/03/10 05:00:00+00,1,1966.0,564.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,606514
160128330,165000,2006/07/14 04:00:00+00,2,1966.0,771.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,256799
160128340,171500,2007/10/26 04:00:00+00,2,1966.0,854.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,259468
160128340,180000,2020/12/23 05:00:00+00,2,1966.0,854.0,C +,2020,5.0,2020.0,25642,17314.0,8328.0,258.85575,218135
160128340,165000,2006/07/14 04:00:00+00,2,1966.0,854.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,256799
160128350,129900,2006/05/31 04:00:00+00,1,1966.0,615.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,202171
160128360,129900,2006/05/31 04:00:00+00,1,1966.0,564.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,202171
160128370,95000,2011/12/22 05:00:00+00,2,1966.0,771.0,C +,2011,5.0,2011.0,24297,15762.0,8535.0,224.923,132495
160128380,157500,2008/09/08 04:00:00+00,2,1966.0,854.0,C +,2008,5.0,2008.0,22813,15207.0,7606.0,215.25424999999998,229530
160128390,141900,2013/10/09 04:00:00+00,0,1966.0,615.0,C +,2013,5.0,2013.0,23464,16087.0,7377.0,232.95174999999998,191085
160128390,158000,2020/10/09 04:00:00+00,0,1966.0,615.0,C +,2020,5.0,2020.0,25642,17314.0,8328.0,258.85575,191474
160128390,129900,2006/06/09 04:00:00+00,0,1966.0,615.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,202171
160128400,224000,2009/05/07 04:00:00+00,2,1966.0,771.0,C +,2009,5.0,2009.0,24355,15476.0,8879.0,214.56466666666665,327492
160128400,110000,2009/09/02 04:00:00+00,2,1966.0,771.0,C +,2009,5.0,2009.0,24355,15476.0,8879.0,214.56466666666665,160822
160128401,406000,2009/10/09 04:00:00+00,1,1966.0,564.0,C +,2009,5.0,2009.0,24355,15476.0,8879.0,214.56466666666665,593580
160128401,106000,2015/03/30 04:00:00+00,1,1966.0,564.0,C +,2015,5.0,2015.0,23883,16736.0,7147.0,237.00175000000002,140302
160128410,120000,2010/08/03 04:00:00+00,2,1966.0,771.0,C +,2010,5.0,2010.0,24391,15595.0,8796.0,218.0761666666667,172617
160128420,189800,2007/02/01 05:00:00+00,2,1966.0,854.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,287154
160128420,160000,2013/04/26 04:00:00+00,2,1966.0,854.0,C +,2013,5.0,2013.0,23464,16087.0,7377.0,232.95174999999998,215459
160128420,265000,2023/07/13 04:00:00+00,2,1966.0,854.0,C +,2023,5.0,2023.0,25944,17618.0,8326.0,304.70416666666665,272821
160128430,105325,2016/07/21 04:00:00+00,1,1966.0,615.0,C +,2016,5.0,2016.0,23898,16331.0,7567.0,240.00541666666666,137664
160128430,139900,2006/03/28 04:00:00+00,1,1966.0,615.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,217735
160128440,406000,2009/10/09 04:00:00+00,1,1966.0,564.0,C +,2009,5.0,2009.0,24355,15476.0,8879.0,214.56466666666665,593580
160128440,109000,2015/07/01 04:00:00+00,1,1966.0,564.0,C +,2015,5.0,2015.0,23883,16736.0,7147.0,237.00175000000002,144273
160128450,270000,2024/07/17 04:00:00+00,2,1966.0,771.0,C +,2024,5.0,2024.0,26470,17901.0,8569.0,313.69783333333334,270000
160128450,185000,2019/06/06 04:00:00+00,2,1966.0,771.0,C +,2019,5.0,2019.0,25018,17011.0,8007.0,255.65258333333335,227003
160128450,171870,2008/02/29 05:00:00+00,2,1966.0,771.0,C +,2008,5.0,2008.0,22813,15207.0,7606.0,215.25424999999998,250472
160128460,164900,2007/05/21 04:00:00+00,2,1966.0,854.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,249482
160128460,180000,2019/10/21 04:00:00+00,2,1966.0,854.0,C +,2019,5.0,2019.0,25018,17011.0,8007.0,255.65258333333335,220868
160128470,129900,2006/05/31 04:00:00+00,1,1966.0,615.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,202171
160128480,218000,2010/03/18 04:00:00+00,1,1966.0,564.0,C +,2010,5.0,2010.0,24391,15595.0,8796.0,218.0761666666667,313588
160128490,228784,2007/08/15 04:00:00+00,2,1966.0,777.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,346134
160128490,165000,2015/09/30 04:00:00+00,2,1966.0,777.0,C +,2015,5.0,2015.0,23883,16736.0,7147.0,237.00175000000002,218395
160128500,147900,2006/09/08 04:00:00+00,1,1966.0,564.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,230186
160128500,139700,2018/04/11 04:00:00+00,1,1966.0,564.0,C +,2018,5.0,2018.0,24639,16777.0,7862.0,251.0995,174526
160128501,153400,2007/05/15 04:00:00+00,2,1966.0,826.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,232083
160128510,224000,2009/05/07 04:00:00+00,2,1966.0,826.0,C +,2009,5.0,2009.0,24355,15476.0,8879.0,214.56466666666665,327492
160128520,91500,2011/12/01 05:00:00+00,2,1966.0,771.0,C +,2011,5.0,2011.0,24297,15762.0,8535.0,224.923,127614
160128530,245000,2023/10/16 04:00:00+00,2,1966.0,777.0,C +,2023,5.0,2023.0,25944,17618.0,8326.0,304.70416666666665,252231
160128530,406000,2009/10/09 04:00:00+00,2,1966.0,777.0,C +,2009,5.0,2009.0,24355,15476.0,8879.0,214.56466666666665,593580
160128530,129000,2015/03/03 05:00:00+00,2,1966.0,777.0,C +,2015,5.0,2015.0,23883,16736.0,7147.0,237.00175000000002,170745
160128530,288000,2016/12/22 05:00:00+00,2,1966.0,777.0,C +,2016,5.0,2016.0,23898,16331.0,7567.0,240.00541666666666,376428
160128540,187450,2008/06/19 04:00:00+00,2,1966.0,854.0,C +,2008,5.0,2008.0,22813,15207.0,7606.0,215.25424999999998,273177
160128540,156900,2013/08/14 04:00:00+00,2,1966.0,854.0,C +,2013,5.0,2013.0,23464,16087.0,7377.0,232.95174999999998,211284
160128550,155000,2017/03/31 04:00:00+00,2,1966.0,854.0,C +,2017,5.0,2017.0,24360,16655.0,7705.0,245.121,198363
160128550,189900,2007/04/03 04:00:00+00,2,1966.0,854.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,287305
160128560,406000,2009/10/09 04:00:00+00,2,1966.0,771.0,C +,2009,5.0,2009.0,24355,15476.0,8879.0,214.56466666666665,593580
160128560,134000,2015/05/08 04:00:00+00,2,1966.0,771.0,C +,2015,5.0,2015.0,23883,16736.0,7147.0,237.00175000000002,177363
160128560,250000,2023/10/26 04:00:00+00,2,1966.0,771.0,C +,2023,5.0,2023.0,25944,17618.0,8326.0,304.70416666666665,257379
160128560,288000,2016/12/22 05:00:00+00,2,1966.0,771.0,C +,2016,5.0,2016.0,23898,16331.0,7567.0,240.00541666666666,376428
160128570,218000,2010/03/18 04:00:00+00,2,1966.0,777.0,C +,2010,5.0,2010.0,24391,15595.0,8796.0,218.0761666666667,313588
160128580,255000,2022/12/12 05:00:00+00,2,1966.0,854.0,C +,2022,5.0,2022.0,26149,17496.0,8653.0,292.6254166666667,273362
160128580,149000,2010/07/08 04:00:00+00,2,1966.0,854.0,C +,2010,5.0,2010.0,24391,15595.0,8796.0,218.0761666666667,214333
160128580,190355,2006/12/05 05:00:00+00,2,1966.0,854.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,296261
160128590,217500,2008/07/07 04:00:00+00,2,1966.0,854.0,C +,2008,5.0,2008.0,22813,15207.0,7606.0,215.25424999999998,316970
160128590,160000,2007/06/11 04:00:00+00,2,1966.0,854.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,242069
160128600,129900,2006/03/10 05:00:00+00,1,1966.0,615.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,202171
160128600,127500,2013/06/20 04:00:00+00,1,1966.0,615.0,C +,2013,5.0,2013.0,23464,16087.0,7377.0,232.95174999999998,171694
160128601,159900,2008/06/16 04:00:00+00,2,1966.0,771.0,C +,2008,5.0,2008.0,22813,15207.0,7606.0,215.25424999999998,233028
160128610,153750,2009/06/26 04:00:00+00,1,1966.0,564.0,C +,2009,5.0,2009.0,24355,15476.0,8879.0,214.56466666666665,224785
160128620,115000,2017/06/02 04:00:00+00,1,1966.0,615.0,C +,2017,5.0,2017.0,24360,16655.0,7705.0,245.121,147173
160128620,100000,2014/02/07 05:00:00+00,1,1966.0,615.0,C +,2014,5.0,2014.0,23732,16483.0,7249.0,236.715,132521
160128620,129900,2006/07/24 04:00:00+00,1,1966.0,615.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,202171
160128630,168000,2013/10/24 04:00:00+00,2,1966.0,854.0,C +,2013,5.0,2013.0,23464,16087.0,7377.0,232.95174999999998,226232
160128630,147900,2008/12/22 05:00:00+00,2,1966.0,854.0,C +,2008,5.0,2008.0,22813,15207.0,7606.0,215.25424999999998,215540
160128630,186000,2018/05/16 04:00:00+00,2,1966.0,854.0,C +,2018,5.0,2018.0,24639,16777.0,7862.0,251.0995,232369
160128640,142900,2007/03/28 04:00:00+00,2,1966.0,771.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,216198
160128640,115000,2011/09/30 04:00:00+00,2,1966.0,771.0,C +,2011,5.0,2011.0,24297,15762.0,8535.0,224.923,160389
160128650,135000,2013/06/20 04:00:00+00,1,1966.0,564.0,C +,2013,5.0,2013.0,23464,16087.0,7377.0,232.95174999999998,181793
160128650,389700,2006/03/10 05:00:00+00,1,1966.0,564.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,606514
160128660,132900,2007/04/27 04:00:00+00,1,1966.0,615.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,201068
160128670,176000,2019/08/14 04:00:00+00,2,1966.0,854.0,C +,2019,5.0,2019.0,25018,17011.0,8007.0,255.65258333333335,215960
160128670,164900,2007/07/13 04:00:00+00,2,1966.0,854.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,249482
160128680,189900,2007/10/29 04:00:00+00,2,1966.0,771.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,287305
160128690,139900,2006/05/26 04:00:00+00,1,1966.0,564.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,217735
160128700,169900,2006/08/08 04:00:00+00,2,1966.0,854.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,264425
160128701,134900,2006/06/16 04:00:00+00,1,1966.0,615.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,209953
160128701,165000,2022/07/15 04:00:00+00,1,1966.0,615.0,C +,2022,5.0,2022.0,26149,17496.0,8653.0,292.6254166666667,176881
160128710,179900,2006/07/17 04:00:00+00,2,1966.0,854.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,279989
160128710,220000,2022/02/02 05:00:00+00,2,1966.0,854.0,C +,2022,5.0,2022.0,26149,17496.0,8653.0,292.6254166666667,235842
160128720,169900,2006/05/26 04:00:00+00,2,1966.0,771.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,264425
160128720,215000,2020/10/21 04:00:00+00,2,1966.0,771.0,C +,2020,5.0,2020.0,25642,17314.0,8328.0,258.85575,260550
160128800,122600,2012/10/31 04:00:00+00,2,1966.0,771.0,C +,2012,5.0,2012.0,23907,15822.0,8085.0,229.58608333333333,167516
160128800,155312,2012/10/31 04:00:00+00,2,1966.0,771.0,C +,2012,5.0,2012.0,23907,15822.0,8085.0,229.58608333333333,212212
160128800,192900,2007/03/22 04:00:00+00,2,1966.0,771.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,291844
160128900,166000,2010/08/11 04:00:00+00,1,1966.0,564.0,C +,2010,5.0,2010.0,24391,15595.0,8796.0,218.0761666666667,238787
160128900,202000,2008/05/09 04:00:00+00,1,1966.0,564.0,C +,2008,5.0,2008.0,22813,15207.0,7606.0,215.25424999999998,294381
160128900,142900,2006/05/12 04:00:00+00,1,1966.0,564.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,222404
160128900,265000,2024/05/01 04:00:00+00,1,1966.0,564.0,C +,2024,5.0,2024.0,26470,17901.0,8569.0,313.69783333333334,265000
160129100,160000,2015/03/03 05:00:00+00,2,1966.0,813.0,B,2015,6.5,2015.0,23883,16736.0,7147.0,237.00175000000002,211777
160129100,517500,2007/01/16 05:00:00+00,2,1966.0,813.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,782942
160129101,170072,2007/12/21 05:00:00+00,2,1966.0,813.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,257307
160129101,205000,2019/06/28 04:00:00+00,2,1966.0,813.0,B,2019,6.5,2019.0,25018,17011.0,8007.0,255.65258333333335,251544
160129101,259500,2022/05/19 04:00:00+00,2,1966.0,813.0,B,2022,6.5,2022.0,26149,17496.0,8653.0,292.6254166666667,278187
160129110,172000,2008/02/01 05:00:00+00,2,1966.0,813.0,B,2008,6.5,2008.0,22813,15207.0,7606.0,215.25424999999998,250661
160129110,155000,2016/05/18 04:00:00+00,2,1966.0,813.0,B,2016,6.5,2016.0,23898,16331.0,7567.0,240.00541666666666,202591
160129120,169653,2007/05/30 04:00:00+00,2,1966.0,834.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,256673
160129120,225000,2022/07/06 04:00:00+00,2,1966.0,834.0,B,2022,6.5,2022.0,26149,17496.0,8653.0,292.6254166666667,241202
160129120,147000,2012/12/19 05:00:00+00,2,1966.0,834.0,B,2012,6.5,2012.0,23907,15822.0,8085.0,229.58608333333333,200855
160129130,904200,2007/07/19 04:00:00+00,1,1966.0,486.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,1367994
160129140,139900,2006/07/05 04:00:00+00,1,1966.0,541.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,217735
160129150,138000,2015/01/22 05:00:00+00,2,1966.0,834.0,B,2015,6.5,2015.0,23883,16736.0,7147.0,237.00175000000002,182658
160129150,179700,2006/04/06 04:00:00+00,2,1966.0,834.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,279678
160129150,190000,2019/11/06 05:00:00+00,2,1966.0,834.0,B,2019,6.5,2019.0,25018,17011.0,8007.0,255.65258333333335,233139
160129160,199900,2008/07/01 04:00:00+00,2,1966.0,813.0,B,2008,6.5,2008.0,22813,15207.0,7606.0,215.25424999999998,291321
160129160,160000,2011/08/09 04:00:00+00,2,1966.0,813.0,B,2011,6.5,2011.0,24297,15762.0,8535.0,224.923,223150
160129160,166000,2015/06/24 04:00:00+00,2,1966.0,813.0,B,2015,6.5,2015.0,23883,16736.0,7147.0,237.00175000000002,219719
160129170,179900,2006/09/11 04:00:00+00,2,1966.0,813.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,279989
160129180,270000,2024/09/20 04:00:00+00,2,1966.0,825.0,B,2024,6.5,2024.0,26470,17901.0,8569.0,313.69783333333334,270000
160129180,189900,2006/04/11 04:00:00+00,2,1966.0,825.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,295553
160129190,149000,2021/11/23 05:00:00+00,1,1966.0,603.0,B,2021,6.5,2021.0,26026,17299.0,8727.0,270.96791666666667,172496
160129190,131000,2007/08/06 04:00:00+00,1,1966.0,603.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,198194
160129200,165000,2015/03/31 04:00:00+00,2,1966.0,830.0,B,2015,6.5,2015.0,23883,16736.0,7147.0,237.00175000000002,218395
160129200,260000,2022/06/01 04:00:00+00,2,1966.0,830.0,B,2022,6.5,2022.0,26149,17496.0,8653.0,292.6254166666667,278723
160129200,517500,2007/01/16 05:00:00+00,2,1966.0,830.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,782942
160129200,167000,2018/11/01 04:00:00+00,2,1966.0,830.0,B,2018,6.5,2018.0,24639,16777.0,7862.0,251.0995,208632
160129200,310000,2024/09/26 04:00:00+00,2,1966.0,830.0,B,2024,6.5,2024.0,26470,17901.0,8569.0,313.69783333333334,310000
160129201,139900,2006/05/26 04:00:00+00,1,1966.0,604.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,217735
160129210,229000,2020/05/27 04:00:00+00,2,1966.0,826.0,B,2020,6.5,2020.0,25642,17314.0,8328.0,258.85575,277516
160129210,169900,2006/10/17 04:00:00+00,2,1966.0,826.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,264425
160129210,206500,2016/12/06 05:00:00+00,2,1966.0,826.0,B,2016,6.5,2016.0,23898,16331.0,7567.0,240.00541666666666,269904
160129220,164803,2006/08/21 04:00:00+00,2,1966.0,813.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,256493
160129220,225000,2019/10/28 04:00:00+00,2,1966.0,813.0,B,2019,6.5,2019.0,25018,17011.0,8007.0,255.65258333333335,276085
160129230,135000,2016/03/01 05:00:00+00,2,1966.0,805.0,B,2016,6.5,2016.0,23898,16331.0,7567.0,240.00541666666666,176451
160129230,168201,2006/03/17 04:00:00+00,2,1966.0,805.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,261781
160129240,152000,2009/07/02 04:00:00+00,2,1966.0,834.0,B,2009,6.5,2009.0,24355,15476.0,8879.0,214.56466666666665,222227
160129240,140000,2015/12/07 05:00:00+00,2,1966.0,834.0,B,2015,6.5,2015.0,23883,16736.0,7147.0,237.00175000000002,185305
160129240,179900,2006/04/18 04:00:00+00,2,1966.0,834.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,279989
160129240,257100,2021/06/03 04:00:00+00,2,1966.0,834.0,B,2021,6.5,2021.0,26026,17299.0,8727.0,270.96791666666667,297643
160129250,904200,2007/07/19 04:00:00+00,1,1966.0,486.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,1367994
160129260,139900,2006/06/29 04:00:00+00,1,1966.0,541.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,217735
160129260,120000,2019/11/26 05:00:00+00,1,1966.0,541.0,B,2019,6.5,2019.0,25018,17011.0,8007.0,255.65258333333335,147245
160129260,144000,2007/08/14 04:00:00+00,1,1966.0,541.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,217862
160129270,98500,2020/06/09 04:00:00+00,2,1966.0,830.0,B,2020,6.5,2020.0,25642,17314.0,8328.0,258.85575,119368
160129270,169900,2006/05/31 04:00:00+00,2,1966.0,830.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,264425
160129280,168201,2006/03/17 04:00:00+00,1,1966.0,813.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,261781
160129280,142500,2012/11/07 05:00:00+00,1,1966.0,813.0,B,2012,6.5,2012.0,23907,15822.0,8085.0,229.58608333333333,194706
160129290,175000,2013/05/09 04:00:00+00,2,1966.0,813.0,B,2013,6.5,2013.0,23464,16087.0,7377.0,232.95174999999998,235658
160129290,165000,2007/06/29 04:00:00+00,2,1966.0,813.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,249633
160129300,174600,2017/06/15 04:00:00+00,2,1966.0,830.0,B,2017,6.5,2017.0,24360,16655.0,7705.0,245.121,223447
160129300,517500,2007/01/16 05:00:00+00,2,1966.0,830.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,782942
160129301,150527,2011/12/29 05:00:00+00,2,1966.0,825.0,B,2011,6.5,2011.0,24297,15762.0,8535.0,224.923,209938
160129301,194900,2006/03/30 04:00:00+00,2,1966.0,825.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,303335
160129310,624600,2006/04/04 04:00:00+00,1,1966.0,604.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,972104
160129310,185000,2021/07/02 04:00:00+00,1,1966.0,604.0,B,2021,6.5,2021.0,26026,17299.0,8727.0,270.96791666666667,214173
160129320,139900,2006/09/08 04:00:00+00,1,1966.0,604.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,217735
160129320,123000,2012/12/18 05:00:00+00,1,1966.0,604.0,B,2012,6.5,2012.0,23907,15822.0,8085.0,229.58608333333333,168062
160129320,114570,2012/10/16 04:00:00+00,1,1966.0,604.0,B,2012,6.5,2012.0,23907,15822.0,8085.0,229.58608333333333,156544
160129330,189400,2006/05/09 04:00:00+00,2,1966.0,826.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,294775
160129340,191000,2007/07/02 04:00:00+00,2,1966.0,813.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,288970
160129340,210000,2019/11/19 05:00:00+00,2,1966.0,813.0,B,2019,6.5,2019.0,25018,17011.0,8007.0,255.65258333333335,257679
160129350,245000,2021/09/09 04:00:00+00,2,1966.0,813.0,B,2021,6.5,2021.0,26026,17299.0,8727.0,270.96791666666667,283634
160129350,199900,2008/05/09 04:00:00+00,2,1966.0,813.0,B,2008,6.5,2008.0,22813,15207.0,7606.0,215.25424999999998,291321
